HOG	OG	Gene Tree Parent Clade	Xanthoria_calcicola_GTX0491	Xanthoria_parietina_GTX0501	Xanthoria_parietina_SAMEA111342678	Xanthoria_parietina_SAMEA115359166
N1.HOG0001360	OG0001078	n0			XANPAOZ2100_003367-T1	XANPARI20_002545-T1, XANPARI20_002497-T1
N1.HOG0001361	OG0001079	n0			XANPAOZ2100_003357-T1	XANPARI20_002486-T1, XANPARI20_002534-T1
N1.HOG0001362	OG0001080	n0			XANPAOZ2100_003356-T1	XANPARI20_002485-T1, XANPARI20_002533-T1
N1.HOG0001363	OG0001081	n0			XANPAOZ2100_003355-T1	XANPARI20_002532-T1, XANPARI20_002484-T1
N1.HOG0001364	OG0001082	n0			XANPAOZ2100_003352-T1	XANPARI20_002481-T1
N1.HOG0001365	OG0001083	n0			XANPAOZ2100_003326-T1	XANPARI20_002451-T1
N1.HOG0001366	OG0001084	n0			XANPAOZ2100_003325-T1	XANPARI20_002450-T1
N1.HOG0001367	OG0001085	n0			XANPAOZ2100_003323-T1	XANPARI20_002448-T1
N1.HOG0001368	OG0001086	n0			XANPAOZ2100_003306-T1	XANPARI20_002428-T1
N1.HOG0001369	OG0001087	n0			XANPAOZ2100_003291-T1	XANPARI20_002414-T1
N1.HOG0001370	OG0001088	n0			XANPAOZ2100_003273-T1	XANPARI20_002395-T1
N1.HOG0001371	OG0001089	n0			XANPAOZ2100_003247-T1	XANPARI20_002368-T1
N1.HOG0001372	OG0001090	n0			XANPAOZ2100_003230-T1	XANPARI20_002351-T1
N1.HOG0001373	OG0001091	n0			XANPAOZ2100_003205-T1	XANPARI20_006362-T1, XANPARI20_002326-T1
N1.HOG0001374	OG0001092	n0			XANPAOZ2100_003195-T1	XANPARI20_002315-T1
N1.HOG0001375	OG0001093	n0			XANPAOZ2100_003185-T1	XANPARI20_002305-T1
N1.HOG0001376	OG0001094	n0			XANPAOZ2100_003175-T1	XANPARI20_002296-T1
N1.HOG0001377	OG0001095	n0			XANPAOZ2100_003167-T1	XANPARI20_002288-T1
N1.HOG0001378	OG0001096	n0			XANPAOZ2100_003163-T1	XANPARI20_002284-T1
N1.HOG0001379	OG0001097	n0			XANPAOZ2100_003139-T1	XANPARI20_002258-T1
N1.HOG0001380	OG0001098	n0			XANPAOZ2100_003132-T1	XANPARI20_002251-T1
N1.HOG0001381	OG0001099	n0			XANPAOZ2100_003126-T1	XANPARI20_002244-T1
N1.HOG0001382	OG0001100	n0			XANPAOZ2100_003099-T1	XANPARI20_002217-T1
N1.HOG0001383	OG0001101	n0			XANPAOZ2100_003092-T1	XANPARI20_002209-T1, XANPARI20_002208-T1
N1.HOG0001384	OG0001102	n0			XANPAOZ2100_003087-T1	XANPARI20_002203-T1
N1.HOG0001385	OG0001103	n0			XANPAOZ2100_003081-T1	XANPARI20_002197-T1
N1.HOG0001386	OG0001104	n0			XANPAOZ2100_003077-T1	XANPARI20_002193-T1
N1.HOG0001387	OG0001105	n0			XANPAOZ2100_003074-T1	XANPARI20_002190-T1
N1.HOG0001388	OG0001106	n0			XANPAOZ2100_003073-T1	XANPARI20_002189-T1
N1.HOG0001389	OG0001107	n0			XANPAOZ2100_003072-T1	XANPARI20_002187-T1
N1.HOG0001390	OG0001108	n0			XANPAOZ2100_003055-T1	XANPARI20_002172-T1
N1.HOG0001391	OG0001109	n0			XANPAOZ2100_003044-T1	XANPARI20_002160-T1
N1.HOG0001392	OG0001110	n0			XANPAOZ2100_003013-T1	XANPARI20_002127-T1
N1.HOG0001393	OG0001111	n0			XANPAOZ2100_002997-T1	XANPARI20_002111-T1
N1.HOG0001394	OG0001112	n0			XANPAOZ2100_002981-T1	XANPARI20_002094-T1
N1.HOG0001395	OG0001113	n0			XANPAOZ2100_002964-T1	XANPARI20_002077-T1
N1.HOG0001396	OG0001114	n0			XANPAOZ2100_002936-T1	XANPARI20_002053-T1
N1.HOG0001397	OG0001115	n0			XANPAOZ2100_002924-T1, XANPAOZ2100_002923-T1	XANPARI20_002040-T1
N1.HOG0001398	OG0001116	n0			XANPAOZ2100_002889-T1	XANPARI20_002004-T1
N1.HOG0001399	OG0001117	n0			XANPAOZ2100_002887-T1	XANPARI20_002001-T1
N1.HOG0001400	OG0001118	n0			XANPAOZ2100_007216-T1	XANPARI20_003206-T1
N1.HOG0001401	OG0001119	n0			XANPAOZ2100_002876-T1	XANPARI20_001992-T1
N1.HOG0001402	OG0001120	n0				XANPARI20_000271-T1
N1.HOG0001403	OG0001121	n0			XANPAOZ2100_006933-T1	XANPARI20_008392-T1
N1.HOG0001404	OG0001122	n0			XANPAOZ2100_002865-T1	XANPARI20_001981-T1
N1.HOG0001405	OG0001123	n0			XANPAOZ2100_002836-T1	XANPARI20_001953-T1
N1.HOG0001406	OG0001124	n0			XANPAOZ2100_006402-T1	XANPARI20_004820-T1
N1.HOG0001407	OG0001125	n0			XANPAOZ2100_005546-T1	XANPARI20_004177-T1
N1.HOG0001408	OG0001126	n0			XANPAOZ2100_002830-T1	XANPARI20_001946-T1
N1.HOG0001409	OG0001127	n0			XANPAOZ2100_002820-T1	XANPARI20_001937-T1, XANPARI20_005045-T1
N1.HOG0001410	OG0001128	n0			XANPAOZ2100_002807-T1	XANPARI20_001926-T1
N1.HOG0001411	OG0001129	n0			XANPAOZ2100_002798-T1	XANPARI20_001917-T1
N1.HOG0001412	OG0001130	n0				XANPARI20_001914-T1
N1.HOG0001413	OG0001131	n0			XANPAOZ2100_007221-T1	XANPARI20_003211-T1
N1.HOG0001414	OG0001132	n0			XANPAOZ2100_006666-T1	XANPARI20_004543-T1
N1.HOG0001415	OG0001133	n0			XANPAOZ2100_006658-T1	XANPARI20_004551-T1
N1.HOG0001416	OG0001134	n0			XANPAOZ2100_006656-T1	XANPARI20_004553-T1
N1.HOG0001417	OG0001135	n0			XANPAOZ2100_006653-T1	XANPARI20_004556-T1
N1.HOG0001418	OG0001136	n0			XANPAOZ2100_006645-T1	XANPARI20_004565-T1, XANPARI20_004566-T1
N1.HOG0001419	OG0001137	n0			XANPAOZ2100_006614-T1, XANPAOZ2100_006615-T1	XANPARI20_004595-T1
N1.HOG0001420	OG0001138	n0			XANPAOZ2100_006603-T1	XANPARI20_004606-T1
N1.HOG0001421	OG0001139	n0			XANPAOZ2100_006596-T1	XANPARI20_004614-T1, XANPARI20_006356-T1
N1.HOG0001422	OG0001140	n0			XANPAOZ2100_006593-T1	XANPARI20_004616-T1
N1.HOG0001423	OG0001141	n0			XANPAOZ2100_006589-T1	XANPARI20_004621-T1
N1.HOG0001424	OG0001142	n0			XANPAOZ2100_006559-T1	XANPARI20_004651-T1
N1.HOG0001425	OG0001143	n0			XANPAOZ2100_006531-T1	XANPARI20_004683-T1
N1.HOG0001426	OG0001144	n0			XANPAOZ2100_006525-T1	XANPARI20_004689-T1
N1.HOG0001427	OG0001145	n0			XANPAOZ2100_006518-T1	XANPARI20_004696-T1
N1.HOG0001428	OG0001146	n0			XANPAOZ2100_006498-T1	XANPARI20_004718-T1
N1.HOG0001429	OG0001147	n0			XANPAOZ2100_006471-T1	XANPARI20_004746-T1
N1.HOG0001430	OG0001148	n0			XANPAOZ2100_006454-T1	XANPARI20_004763-T1, XANPARI20_004330-T1
N1.HOG0001431	OG0001149	n0			XANPAOZ2100_006452-T1	XANPARI20_004765-T1
N1.HOG0001432	OG0001150	n0			XANPAOZ2100_006433-T1	XANPARI20_004785-T1
N1.HOG0001433	OG0001151	n0			XANPAOZ2100_006432-T1, XANPAOZ2100_006431-T1	XANPARI20_004786-T1
N1.HOG0001434	OG0001152	n0			XANPAOZ2100_006422-T1	XANPARI20_004797-T1
N1.HOG0001435	OG0001153	n0			XANPAOZ2100_006411-T1	XANPARI20_004809-T1, XANPARI20_004810-T1
N1.HOG0001436	OG0001154	n0			XANPAOZ2100_006410-T1	XANPARI20_004811-T1
N1.HOG0001437	OG0001155	n0			XANPAOZ2100_006408-T1	XANPARI20_004813-T1
N1.HOG0001438	OG0001156	n0			XANPAOZ2100_006398-T1	XANPARI20_004824-T1
N1.HOG0001439	OG0001157	n0			XANPAOZ2100_006370-T1	XANPARI20_004855-T1
N1.HOG0001440	OG0001158	n0			XANPAOZ2100_006367-T1	XANPARI20_004858-T1
N1.HOG0001441	OG0001159	n0			XANPAOZ2100_006350-T1	XANPARI20_004875-T1, XANPARI20_004879-T1
N1.HOG0001442	OG0001160	n0			XANPAOZ2100_006348-T1	XANPARI20_004880-T1, XANPARI20_004876-T1
N1.HOG0001443	OG0001161	n0			XANPAOZ2100_006347-T1	XANPARI20_004881-T1, XANPARI20_004877-T1
N1.HOG0001444	OG0001162	n0			XANPAOZ2100_006346-T1	XANPARI20_004878-T1, XANPARI20_004882-T1
N1.HOG0001445	OG0001163	n0			XANPAOZ2100_006339-T1	XANPARI20_004890-T1
N1.HOG0001446	OG0001164	n0			XANPAOZ2100_006338-T1	XANPARI20_004891-T1
N1.HOG0001447	OG0001165	n0			XANPAOZ2100_008472-T1	XANPARI20_009097-T1
N1.HOG0001448	OG0001166	n0			XANPAOZ2100_005235-T1, XANPAOZ2100_006336-T1	XANPARI20_004894-T1
N1.HOG0001449	OG0001167	n0			XANPAOZ2100_006319-T1	XANPARI20_004912-T1
N1.HOG0001450	OG0001168	n0			XANPAOZ2100_006303-T1	XANPARI20_004927-T1
N1.HOG0001451	OG0001169	n0			XANPAOZ2100_006296-T1	XANPARI20_004934-T1
N1.HOG0001452	OG0001170	n0			XANPAOZ2100_006279-T1	XANPARI20_001130-T1, XANPARI20_004950-T1
N1.HOG0001453	OG0001171	n0			XANPAOZ2100_006270-T1	XANPARI20_004959-T1
N1.HOG0001454	OG0001172	n0			XANPAOZ2100_006228-T1, XANPAOZ2100_004622-T1	XANPARI20_005002-T1
N1.HOG0001455	OG0001173	n0			XANPAOZ2100_006219-T1, XANPAOZ2100_006220-T1	XANPARI20_005010-T1
N1.HOG0001456	OG0001174	n0			XANPAOZ2100_006204-T1	XANPARI20_005026-T1
N1.HOG0001457	OG0001175	n0			XANPAOZ2100_007128-T1	XANPARI20_005738-T1, XANPARI20_005737-T1
N1.HOG0001458	OG0001176	n0			XANPAOZ2100_007108-T1	XANPARI20_005717-T1
N1.HOG0001459	OG0001177	n0			XANPAOZ2100_007106-T1	XANPARI20_005715-T1
N1.HOG0001460	OG0001178	n0			XANPAOZ2100_007104-T1	XANPARI20_005713-T1
N1.HOG0001461	OG0001179	n0			XANPAOZ2100_007087-T1	XANPARI20_008545-T1
N1.HOG0001462	OG0001180	n0			XANPAOZ2100_007084-T1, XANPAOZ2100_007083-T1	XANPARI20_008542-T1
N1.HOG0001463	OG0001181	n0			XANPAOZ2100_007079-T1	XANPARI20_008538-T1
N1.HOG0001464	OG0001182	n0			XANPAOZ2100_007074-T1	XANPARI20_008533-T1
N1.HOG0001465	OG0001183	n0			XANPAOZ2100_007053-T1	XANPARI20_008513-T1
N1.HOG0001466	OG0001184	n0			XANPAOZ2100_007048-T1	XANPARI20_008508-T1
N1.HOG0001467	OG0001185	n0			XANPAOZ2100_007041-T1	XANPARI20_002517-T1, XANPARI20_008500-T1
N1.HOG0001468	OG0001186	n0			XANPAOZ2100_007025-T1	XANPARI20_008483-T1
N1.HOG0001469	OG0001187	n0			XANPAOZ2100_007021-T1	XANPARI20_008479-T1
N1.HOG0001470	OG0001188	n0			XANPAOZ2100_007003-T1	XANPARI20_008464-T1
N1.HOG0001471	OG0001189	n0			XANPAOZ2100_006995-T1	XANPARI20_008455-T1
N1.HOG0001472	OG0001190	n0			XANPAOZ2100_006989-T1	XANPARI20_008448-T1
N1.HOG0001473	OG0001191	n0			XANPAOZ2100_006929-T1	XANPARI20_008388-T1
N1.HOG0001474	OG0001192	n0			XANPAOZ2100_006918-T1, XANPAOZ2100_006919-T1	XANPARI20_008378-T1
N1.HOG0001475	OG0001193	n0			XANPAOZ2100_006917-T1	XANPARI20_008377-T1
N1.HOG0001476	OG0001194	n0			XANPAOZ2100_006913-T1	XANPARI20_008373-T1
N1.HOG0001477	OG0001195	n0			XANPAOZ2100_006903-T1	XANPARI20_008364-T1
N1.HOG0001478	OG0001196	n0			XANPAOZ2100_006900-T1	XANPARI20_008359-T1
N1.HOG0001479	OG0001197	n0			XANPAOZ2100_006889-T1	XANPARI20_008348-T1
N1.HOG0001480	OG0001198	n0			XANPAOZ2100_006867-T1	XANPARI20_008328-T1
N1.HOG0001481	OG0001199	n0			XANPAOZ2100_006853-T1	XANPARI20_008313-T1
N1.HOG0001482	OG0001200	n0			XANPAOZ2100_006837-T1	XANPARI20_008295-T1
N1.HOG0001483	OG0001201	n0			XANPAOZ2100_006827-T1	XANPARI20_008285-T1
N1.HOG0001484	OG0001202	n0			XANPAOZ2100_006807-T1	XANPARI20_008262-T1
N1.HOG0001485	OG0001203	n0			XANPAOZ2100_006799-T1	XANPARI20_008254-T1
N1.HOG0001486	OG0001204	n0			XANPAOZ2100_006793-T1	XANPARI20_008249-T1
N1.HOG0001487	OG0001205	n0			XANPAOZ2100_006724-T1	
N1.HOG0001488	OG0001206	n0			XANPAOZ2100_006707-T1	
N1.HOG0001489	OG0001207	n0			XANPAOZ2100_007630-T1	XANPARI20_003632-T1
N1.HOG0001490	OG0001208	n0			XANPAOZ2100_007626-T1	XANPARI20_003628-T1
N1.HOG0001491	OG0001209	n0			XANPAOZ2100_007605-T1	XANPARI20_003606-T1
N1.HOG0001492	OG0001210	n0			XANPAOZ2100_007587-T1	XANPARI20_003589-T1
N1.HOG0001493	OG0001211	n0			XANPAOZ2100_007558-T1, XANPAOZ2100_000721-T1	XANPARI20_003564-T1
N1.HOG0001494	OG0001212	n0			XANPAOZ2100_007556-T1	XANPARI20_003562-T1
N1.HOG0001495	OG0001213	n0			XANPAOZ2100_007553-T1	XANPARI20_003558-T1
N1.HOG0001496	OG0001214	n0			XANPAOZ2100_007551-T1	XANPARI20_002562-T1, XANPARI20_003556-T1
N1.HOG0001497	OG0001215	n0			XANPAOZ2100_007536-T1	XANPARI20_003542-T1
N1.HOG0001498	OG0001216	n0			XANPAOZ2100_007533-T1	XANPARI20_003540-T1
N1.HOG0001499	OG0001217	n0			XANPAOZ2100_007509-T1	XANPARI20_007364-T1, XANPARI20_003516-T1
N1.HOG0001500	OG0001218	n0			XANPAOZ2100_007508-T1	XANPARI20_007365-T1, XANPARI20_003515-T1
N1.HOG0001501	OG0001219	n0			XANPAOZ2100_007503-T1	XANPARI20_007371-T1, XANPARI20_003510-T1
N1.HOG0001502	OG0001220	n0			XANPAOZ2100_007502-T1	XANPARI20_003509-T1, XANPARI20_007372-T1
N1.HOG0001503	OG0001221	n0			XANPAOZ2100_007500-T1	XANPARI20_003507-T1, XANPARI20_007374-T1
N1.HOG0001504	OG0001222	n0			XANPAOZ2100_007499-T1	XANPARI20_007375-T1, XANPARI20_003506-T1
N1.HOG0001505	OG0001223	n0			XANPAOZ2100_007498-T1	XANPARI20_007376-T1, XANPARI20_003505-T1
N1.HOG0001506	OG0001224	n0			XANPAOZ2100_007497-T1	XANPARI20_007377-T1, XANPARI20_003504-T1
N1.HOG0001507	OG0001225	n0			XANPAOZ2100_007495-T1	XANPARI20_003502-T1
N1.HOG0001508	OG0001226	n0			XANPAOZ2100_007493-T1	XANPARI20_003500-T1
N1.HOG0001509	OG0001227	n0			XANPAOZ2100_007476-T1	XANPARI20_003482-T1
N1.HOG0001510	OG0001228	n0			XANPAOZ2100_007451-T1	XANPARI20_003455-T1
N1.HOG0001511	OG0001229	n0			XANPAOZ2100_007445-T1	XANPARI20_003449-T1
N1.HOG0001512	OG0001230	n0			XANPAOZ2100_007440-T1	XANPARI20_003444-T1
N1.HOG0001513	OG0001231	n0			XANPAOZ2100_007438-T1	XANPARI20_003442-T1
N1.HOG0001514	OG0001232	n0			XANPAOZ2100_007416-T1	XANPARI20_003419-T1
N1.HOG0001515	OG0001233	n0			XANPAOZ2100_007414-T1	XANPARI20_003417-T1
N1.HOG0001516	OG0001234	n0			XANPAOZ2100_007405-T1	XANPARI20_003408-T1
N1.HOG0001517	OG0001235	n0			XANPAOZ2100_007403-T1	XANPARI20_003406-T1
N1.HOG0001518	OG0001236	n0			XANPAOZ2100_007394-T1	XANPARI20_003396-T1
N1.HOG0001519	OG0001237	n0			XANPAOZ2100_007392-T1	XANPARI20_003394-T1
N1.HOG0001520	OG0001238	n0				XANPARI20_003385-T1
N1.HOG0001521	OG0001239	n0			XANPAOZ2100_007365-T1	XANPARI20_003366-T1
N1.HOG0001522	OG0001240	n0			XANPAOZ2100_007364-T1	XANPARI20_003365-T1
N1.HOG0001523	OG0001241	n0			XANPAOZ2100_007346-T1	XANPARI20_003346-T1
N1.HOG0001524	OG0001242	n0			XANPAOZ2100_007327-T1	XANPARI20_003327-T1
N1.HOG0001525	OG0001243	n0			XANPAOZ2100_007271-T1	XANPARI20_003269-T1
N1.HOG0001526	OG0001244	n0			XANPAOZ2100_007270-T1	XANPARI20_003268-T1
N1.HOG0001527	OG0001245	n0			XANPAOZ2100_007263-T1	XANPARI20_003260-T1
N1.HOG0001528	OG0001246	n0			XANPAOZ2100_007258-T1	XANPARI20_003254-T1
N1.HOG0001529	OG0001247	n0			XANPAOZ2100_007225-T1, XANPAOZ2100_007226-T1	XANPARI20_003215-T1
N1.HOG0001530	OG0001248	n0			XANPAOZ2100_007224-T1	XANPARI20_003214-T1
N1.HOG0001531	OG0001249	n0			XANPAOZ2100_007220-T1	XANPARI20_003210-T1
N1.HOG0001532	OG0001250	n0			XANPAOZ2100_007218-T1	XANPARI20_003208-T1
N1.HOG0001533	OG0001251	n0			XANPAOZ2100_007192-T1, XANPAOZ2100_006176-T1	XANPARI20_003183-T1
N1.HOG0001534	OG0001252	n0			XANPAOZ2100_007186-T1	XANPARI20_003177-T1
N1.HOG0001535	OG0001253	n0			XANPAOZ2100_008052-T1	XANPARI20_003662-T1
N1.HOG0001536	OG0001254	n0			XANPAOZ2100_005592-T1	XANPARI20_004133-T1
N1.HOG0001537	OG0001255	n0			XANPAOZ2100_005658-T1, XANPAOZ2100_005715-T1	XANPARI20_006908-T1
N1.HOG0001538	OG0001256	n0			XANPAOZ2100_005652-T1, XANPAOZ2100_005259-T1	XANPARI20_004458-T1
N1.HOG0001539	OG0001257	n0			XANPAOZ2100_005271-T1	XANPARI20_004448-T1
N1.HOG0001540	OG0001258	n0			XANPAOZ2100_005281-T1	XANPARI20_004439-T1
N1.HOG0001541	OG0001259	n0			XANPAOZ2100_005296-T1	XANPARI20_004423-T1
N1.HOG0001542	OG0001260	n0			XANPAOZ2100_005300-T1	XANPARI20_004418-T1
N1.HOG0001543	OG0001261	n0			XANPAOZ2100_005304-T1	XANPARI20_004414-T1
N1.HOG0001544	OG0001262	n0			XANPAOZ2100_005324-T1	XANPARI20_004400-T1
N1.HOG0001545	OG0001263	n0			XANPAOZ2100_005325-T1	XANPARI20_004399-T1
N1.HOG0001546	OG0001264	n0			XANPAOZ2100_005330-T1	XANPARI20_004394-T1
N1.HOG0001547	OG0001265	n0			XANPAOZ2100_005360-T1	XANPARI20_004363-T1
N1.HOG0001548	OG0001266	n0			XANPAOZ2100_005380-T1	XANPARI20_004342-T1
N1.HOG0001549	OG0001267	n0			XANPAOZ2100_005381-T1	XANPARI20_004341-T1
N1.HOG0001550	OG0001268	n0			XANPAOZ2100_005385-T1	XANPARI20_004338-T1
N1.HOG0001551	OG0001269	n0			XANPAOZ2100_005394-T1	XANPARI20_004328-T1
N1.HOG0001552	OG0001270	n0			XANPAOZ2100_005413-T1	XANPARI20_004310-T1
N1.HOG0001553	OG0001271	n0			XANPAOZ2100_005418-T1	XANPARI20_004305-T1
N1.HOG0001554	OG0001272	n0			XANPAOZ2100_005421-T1	XANPARI20_004302-T1
N1.HOG0001555	OG0001273	n0			XANPAOZ2100_005443-T1	XANPARI20_004279-T1
N1.HOG0001556	OG0001274	n0			XANPAOZ2100_005446-T1, XANPAOZ2100_006201-T1	XANPARI20_004276-T1
N1.HOG0001557	OG0001275	n0			XANPAOZ2100_005458-T1	XANPARI20_004263-T1
N1.HOG0001558	OG0001276	n0			XANPAOZ2100_005487-T1	XANPARI20_004236-T1
N1.HOG0001559	OG0001277	n0			XANPAOZ2100_005494-T1	XANPARI20_004229-T1
N1.HOG0001560	OG0001278	n0			XANPAOZ2100_005496-T1	XANPARI20_004226-T1
N1.HOG0001561	OG0001279	n0			XANPAOZ2100_005521-T1	XANPARI20_004200-T1
N1.HOG0001562	OG0001280	n0			XANPAOZ2100_005551-T1	XANPARI20_004172-T1
N1.HOG0001563	OG0001281	n0			XANPAOZ2100_005563-T1	XANPARI20_004161-T1
N1.HOG0001564	OG0001282	n0			XANPAOZ2100_005567-T1	XANPARI20_004157-T1
N1.HOG0001565	OG0001283	n0			XANPAOZ2100_005593-T1	XANPARI20_004132-T1
N1.HOG0001566	OG0001284	n0			XANPAOZ2100_005606-T1	XANPARI20_004120-T1
N1.HOG0001567	OG0001285	n0			XANPAOZ2100_008054-T1	XANPARI20_003658-T1
N1.HOG0001568	OG0001286	n0			XANPAOZ2100_008053-T1	XANPARI20_003660-T1
N1.HOG0001569	OG0001287	n0			XANPAOZ2100_008032-T1	XANPARI20_003686-T1
N1.HOG0001570	OG0001288	n0			XANPAOZ2100_008027-T1	XANPARI20_003692-T1
N1.HOG0001571	OG0001289	n0			XANPAOZ2100_004011-T1, XANPAOZ2100_007977-T1	XANPARI20_003742-T1
N1.HOG0001572	OG0001290	n0			XANPAOZ2100_007976-T1, XANPAOZ2100_004012-T1	XANPARI20_003743-T1
N1.HOG0001573	OG0001291	n0			XANPAOZ2100_004014-T1, XANPAOZ2100_007974-T1	XANPARI20_003744-T1
N1.HOG0001574	OG0001292	n0			XANPAOZ2100_004015-T1, XANPAOZ2100_007973-T1	XANPARI20_003745-T1
N1.HOG0001575	OG0001293	n0			XANPAOZ2100_007948-T1	XANPARI20_003767-T1
N1.HOG0001576	OG0001294	n0			XANPAOZ2100_007901-T1	XANPARI20_003814-T1
N1.HOG0001577	OG0001295	n0			XANPAOZ2100_007874-T1	XANPARI20_003842-T1
N1.HOG0001578	OG0001296	n0			XANPAOZ2100_007860-T1	XANPARI20_003855-T1
N1.HOG0001579	OG0001297	n0			XANPAOZ2100_007850-T1	XANPARI20_003863-T1, XANPARI20_003875-T1
N1.HOG0001580	OG0001298	n0			XANPAOZ2100_007849-T1	XANPARI20_003876-T1, XANPARI20_003864-T1
N1.HOG0001581	OG0001299	n0			XANPAOZ2100_007848-T1	XANPARI20_003877-T1, XANPARI20_003865-T1
N1.HOG0001582	OG0001300	n0			XANPAOZ2100_007847-T1	XANPARI20_003866-T1, XANPARI20_003878-T1
N1.HOG0001583	OG0001301	n0			XANPAOZ2100_007843-T1	XANPARI20_003889-T1, XANPARI20_003869-T1
N1.HOG0001584	OG0001302	n0			XANPAOZ2100_007842-T1	XANPARI20_003871-T1, XANPARI20_003891-T1
N1.HOG0001585	OG0001303	n0			XANPAOZ2100_007841-T1	XANPARI20_003872-T1, XANPARI20_003892-T1
N1.HOG0001586	OG0001304	n0			XANPAOZ2100_007840-T1	XANPARI20_003893-T1, XANPARI20_003873-T1
N1.HOG0001587	OG0001305	n0			XANPAOZ2100_007816-T1	XANPARI20_003916-T1
N1.HOG0001588	OG0001306	n0			XANPAOZ2100_007800-T1	XANPARI20_003933-T1
N1.HOG0001589	OG0001307	n0			XANPAOZ2100_007799-T1	XANPARI20_003934-T1
N1.HOG0001590	OG0001308	n0			XANPAOZ2100_007790-T1	XANPARI20_003944-T1
N1.HOG0001591	OG0001309	n0			XANPAOZ2100_007777-T1	XANPARI20_007391-T1, XANPARI20_003948-T1
N1.HOG0001592	OG0001310	n0			XANPAOZ2100_007778-T1	XANPARI20_007390-T1, XANPARI20_003949-T1
N1.HOG0001593	OG0001311	n0			XANPAOZ2100_007779-T1	XANPARI20_003950-T1, XANPARI20_007389-T1
N1.HOG0001594	OG0001312	n0			XANPAOZ2100_007781-T1	XANPARI20_003951-T1, XANPARI20_007388-T1
N1.HOG0001595	OG0001313	n0			XANPAOZ2100_007782-T1	XANPARI20_003952-T1, XANPARI20_007387-T1
N1.HOG0001596	OG0001314	n0			XANPAOZ2100_007784-T1	XANPARI20_007385-T1, XANPARI20_003954-T1
N1.HOG0001597	OG0001315	n0			XANPAOZ2100_007785-T1	XANPARI20_007384-T1, XANPARI20_003955-T1
N1.HOG0001598	OG0001316	n0			XANPAOZ2100_007787-T1	XANPARI20_003956-T1, XANPARI20_007383-T1
N1.HOG0001599	OG0001317	n0				XANPARI20_003959-T1, XANPARI20_007380-T1
N1.HOG0001600	OG0001318	n0			XANPAOZ2100_007774-T1	XANPARI20_003960-T1, XANPARI20_007379-T1
N1.HOG0001601	OG0001319	n0			XANPAOZ2100_007773-T1	XANPARI20_003961-T1, XANPARI20_007378-T1
N1.HOG0001602	OG0001320	n0			XANPAOZ2100_007754-T1	XANPARI20_003982-T1
N1.HOG0001603	OG0001321	n0			XANPAOZ2100_007720-T1	XANPARI20_004014-T1
N1.HOG0001604	OG0001322	n0			XANPAOZ2100_007712-T1	XANPARI20_004022-T1
N1.HOG0001605	OG0001323	n0			XANPAOZ2100_007697-T1	XANPARI20_004040-T1
N1.HOG0001606	OG0001324	n0			XANPAOZ2100_007694-T1	XANPARI20_004043-T1
N1.HOG0001607	OG0001325	n0			XANPAOZ2100_007671-T1	XANPARI20_004068-T1
N1.HOG0001608	OG0001326	n0			XANPAOZ2100_007661-T1	XANPARI20_004077-T1
N1.HOG0001609	OG0001327	n0			XANPAOZ2100_007660-T1	XANPARI20_004078-T1
N1.HOG0001610	OG0001328	n0			XANPAOZ2100_007655-T1	XANPARI20_004081-T1
N1.HOG0001611	OG0001329	n0			XANPAOZ2100_007653-T1	XANPARI20_005029-T1, XANPARI20_004083-T1
N1.HOG0001612	OG0001330	n0			XANPAOZ2100_007652-T1	XANPARI20_005030-T1, XANPARI20_004084-T1
N1.HOG0001613	OG0001331	n0			XANPAOZ2100_005218-T1	XANPARI20_004086-T1
N1.HOG0001614	OG0001332	n0			XANPAOZ2100_005220-T1	XANPARI20_005033-T1, XANPARI20_004087-T1
N1.HOG0001615	OG0001333	n0			XANPAOZ2100_005223-T1	XANPARI20_005037-T1, XANPARI20_004091-T1
N1.HOG0001616	OG0001334	n0			XANPAOZ2100_005222-T1	XANPARI20_004090-T1, XANPARI20_005036-T1
N1.HOG0001617	OG0001335	n0			XANPAOZ2100_008720-T1	XANPARI20_000290-T1
N1.HOG0001618	OG0001336	n0			XANPAOZ2100_008735-T1	XANPARI20_000284-T1
N1.HOG0001619	OG0001337	n0			XANPAOZ2100_008739-T1, XANPAOZ2100_008726-T1	XANPARI20_000267-T1
N1.HOG0001620	OG0001338	n0			XANPAOZ2100_008850-T1	XANPARI20_000157-T1
N1.HOG0001621	OG0001339	n0			XANPAOZ2100_008869-T1	XANPARI20_000140-T1
N1.HOG0001622	OG0001340	n0			XANPAOZ2100_008870-T1	XANPARI20_000139-T1
N1.HOG0001623	OG0001341	n0				XANPARI20_000129-T1
N1.HOG0001624	OG0001342	n0			XANPAOZ2100_008918-T1	XANPARI20_000090-T1
N1.HOG0001625	OG0001343	n0			XANPAOZ2100_008928-T1	XANPARI20_000080-T1
N1.HOG0001626	OG0001344	n0			XANPAOZ2100_008945-T1	XANPARI20_000060-T1
N1.HOG0001627	OG0001345	n0			XANPAOZ2100_008982-T1	XANPARI20_000026-T1
N1.HOG0001628	OG0001346	n0			XANPAOZ2100_009006-T1	XANPARI20_000004-T1
N1.HOG0001629	OG0001347	n2			XANPAOZ2100_004649-T1	
N1.HOG0001630	OG0001347	n3			XANPAOZ2100_002744-T1	
