HOG	OG	Gene Tree Parent Clade	Xanthoria_calcicola_GTX0491	Xanthoria_parietina_GTX0501	Xanthoria_parietina_SAMEA111342678	Xanthoria_parietina_SAMEA115359166
N2.HOG0001477	OG0001115	n0	XANCAGTX0491_006590-T1	XANPAGTX0501_003375-T1		
N2.HOG0001478	OG0001116	n0	XANCAGTX0491_006630-T1	XANPAGTX0501_003333-T1, XANPAGTX0501_010561-T1		
N2.HOG0001479	OG0001117	n0	XANCAGTX0491_006633-T1	XANPAGTX0501_003328-T1, XANPAGTX0501_003328-T2		
N2.HOG0001480	OG0001118	n0	XANCAGTX0491_006638-T1, XANCAGTX0491_008337-T1	XANPAGTX0501_005765-T1		
N2.HOG0001481	OG0001119	n0	XANCAGTX0491_006646-T1, XANCAGTX0491_006646-T2	XANPAGTX0501_003318-T1		
N2.HOG0001482	OG0001120	n0	XANCAGTX0491_009317-T1, XANCAGTX0491_006793-T1, XANCAGTX0491_006649-T1	XANPAGTX0501_009723-T1		
N2.HOG0001483	OG0001121	n0	XANCAGTX0491_006652-T1, XANCAGTX0491_007589-T1	XANPAGTX0501_007722-T1		
N2.HOG0001484	OG0001122	n0	XANCAGTX0491_006667-T1	XANPAGTX0501_003304-T1, XANPAGTX0501_003304-T2		
N2.HOG0001485	OG0001123	n0	XANCAGTX0491_006697-T1	XANPAGTX0501_003271-T2, XANPAGTX0501_003271-T1		
N2.HOG0001486	OG0001124	n0	XANCAGTX0491_007123-T1, XANCAGTX0491_006701-T1	XANPAGTX0501_006526-T1		
N2.HOG0001487	OG0001125	n0	XANCAGTX0491_008747-T1, XANCAGTX0491_006702-T1	XANPAGTX0501_010147-T1		
N2.HOG0001488	OG0001126	n0	XANCAGTX0491_006704-T1, XANCAGTX0491_006705-T1	XANPAGTX0501_003267-T1		
N2.HOG0001489	OG0001127	n0	XANCAGTX0491_006715-T1	XANPAGTX0501_003255-T1		
N2.HOG0001490	OG0001128	n0	XANCAGTX0491_006726-T1, XANCAGTX0491_006726-T2	XANPAGTX0501_003244-T1		
N2.HOG0001491	OG0001129	n0	XANCAGTX0491_006735-T1	XANPAGTX0501_003233-T1, XANPAGTX0501_003232-T1		
N2.HOG0001492	OG0001130	n0	XANCAGTX0491_006738-T1	XANPAGTX0501_003229-T3, XANPAGTX0501_003229-T2, XANPAGTX0501_003229-T1		
N2.HOG0001493	OG0001131	n0	XANCAGTX0491_008331-T1, XANCAGTX0491_006790-T1	XANPAGTX0501_005770-T1		
N2.HOG0001494	OG0001132	n0	XANCAGTX0491_006833-T1, XANCAGTX0491_006833-T2	XANPAGTX0501_006833-T1		
N2.HOG0001495	OG0001133	n0	XANCAGTX0491_006841-T2, XANCAGTX0491_006841-T1	XANPAGTX0501_006825-T1		
N2.HOG0001496	OG0001134	n0	XANCAGTX0491_006843-T2, XANCAGTX0491_006843-T1	XANPAGTX0501_006823-T1		
N2.HOG0001497	OG0001135	n0	XANCAGTX0491_006846-T1, XANCAGTX0491_006846-T2	XANPAGTX0501_006820-T1		
N2.HOG0001498	OG0001136	n0	XANCAGTX0491_006855-T1	XANPAGTX0501_006811-T1		
N2.HOG0001499	OG0001137	n0	XANCAGTX0491_006883-T1	XANPAGTX0501_006778-T1		
N2.HOG0001500	OG0001138	n0	XANCAGTX0491_006895-T1	XANPAGTX0501_006763-T2, XANPAGTX0501_006763-T1		
N2.HOG0001501	OG0001139	n0	XANCAGTX0491_006904-T1	XANPAGTX0501_006755-T1		
N2.HOG0001502	OG0001140	n0	XANCAGTX0491_006906-T1	XANPAGTX0501_006753-T2, XANPAGTX0501_006753-T1		
N2.HOG0001503	OG0001141	n0	XANCAGTX0491_006911-T1	XANPAGTX0501_006748-T1, XANPAGTX0501_006748-T2		
N2.HOG0001504	OG0001142	n0	XANCAGTX0491_006945-T1	XANPAGTX0501_006714-T2, XANPAGTX0501_006714-T1		
N2.HOG0001505	OG0001143	n0	XANCAGTX0491_006981-T1, XANCAGTX0491_008494-T1	XANPAGTX0501_006678-T1		
N2.HOG0001506	OG0001144	n0	XANCAGTX0491_006988-T1	XANPAGTX0501_006670-T2, XANPAGTX0501_006670-T1		
N2.HOG0001507	OG0001145	n0	XANCAGTX0491_006996-T1, XANCAGTX0491_006996-T2	XANPAGTX0501_006662-T1		
N2.HOG0001508	OG0001146	n0	XANCAGTX0491_007016-T1, XANCAGTX0491_007016-T2	XANPAGTX0501_006640-T1		
N2.HOG0001509	OG0001147	n0	XANCAGTX0491_007044-T1	XANPAGTX0501_006608-T2, XANPAGTX0501_006608-T1		
N2.HOG0001510	OG0001148	n0	XANCAGTX0491_007062-T1	XANPAGTX0501_006587-T1		
N2.HOG0001511	OG0001149	n0	XANCAGTX0491_007064-T2, XANCAGTX0491_007064-T1	XANPAGTX0501_006585-T1		
N2.HOG0001512	OG0001150	n0	XANCAGTX0491_007086-T1	XANPAGTX0501_006564-T2, XANPAGTX0501_006564-T1		
N2.HOG0001513	OG0001151	n0	XANCAGTX0491_007087-T1	XANPAGTX0501_006563-T1		
N2.HOG0001514	OG0001152	n0	XANCAGTX0491_007098-T2, XANCAGTX0491_007098-T1	XANPAGTX0501_006551-T1		
N2.HOG0001515	OG0001153	n0	XANCAGTX0491_007114-T1	XANPAGTX0501_006538-T1		
N2.HOG0001516	OG0001154	n0	XANCAGTX0491_007115-T2, XANCAGTX0491_007115-T1	XANPAGTX0501_006536-T1		
N2.HOG0001517	OG0001155	n0	XANCAGTX0491_007117-T1, XANCAGTX0491_007117-T2	XANPAGTX0501_006533-T1		
N2.HOG0001518	OG0001156	n0	XANCAGTX0491_007128-T1	XANPAGTX0501_006521-T1, XANPAGTX0501_006521-T2		
N2.HOG0001519	OG0001157	n0	XANCAGTX0491_007160-T1	XANPAGTX0501_006486-T2, XANPAGTX0501_006486-T1		
N2.HOG0001520	OG0001158	n0	XANCAGTX0491_007165-T1	XANPAGTX0501_006481-T1, XANPAGTX0501_006481-T2		
N2.HOG0001521	OG0001159	n0	XANCAGTX0491_007183-T1	XANPAGTX0501_006463-T1		
N2.HOG0001522	OG0001160	n0	XANCAGTX0491_007185-T1	XANPAGTX0501_006461-T1		
N2.HOG0001523	OG0001161	n0	XANCAGTX0491_007186-T1	XANPAGTX0501_006460-T1		
N2.HOG0001524	OG0001162	n0	XANCAGTX0491_007187-T1	XANPAGTX0501_006459-T1		
N2.HOG0001525	OG0001163	n0	XANCAGTX0491_007194-T1	XANPAGTX0501_006451-T1, XANPAGTX0501_006452-T1		
N2.HOG0001526	OG0001164	n0	XANCAGTX0491_007195-T1	XANPAGTX0501_006448-T1, XANPAGTX0501_006449-T1		
N2.HOG0001527	OG0001165	n0	XANCAGTX0491_007197-T1, XANCAGTX0491_007196-T1	XANPAGTX0501_008326-T1		
N2.HOG0001528	OG0001166	n0	XANCAGTX0491_007199-T1	XANPAGTX0501_006445-T1		
N2.HOG0001529	OG0001167	n0	XANCAGTX0491_007219-T1	XANPAGTX0501_006424-T1, XANPAGTX0501_006423-T1		
N2.HOG0001530	OG0001168	n0	XANCAGTX0491_007232-T2, XANCAGTX0491_007232-T1	XANPAGTX0501_006406-T1		
N2.HOG0001531	OG0001169	n0	XANCAGTX0491_007239-T1	XANPAGTX0501_006397-T1, XANPAGTX0501_006397-T2		
N2.HOG0001532	OG0001170	n0	XANCAGTX0491_007259-T1	XANPAGTX0501_006380-T1		
N2.HOG0001533	OG0001171	n0	XANCAGTX0491_007274-T1	XANPAGTX0501_006367-T1, XANPAGTX0501_006367-T2		
N2.HOG0001534	OG0001172	n0	XANCAGTX0491_007317-T1	XANPAGTX0501_006320-T1		
N2.HOG0001535	OG0001173	n0	XANCAGTX0491_007335-T1	XANPAGTX0501_006310-T1		
N2.HOG0001536	OG0001174	n0	XANCAGTX0491_007351-T1	XANPAGTX0501_010444-T1, XANPAGTX0501_006293-T1		
N2.HOG0001537	OG0001175	n0	XANCAGTX0491_007383-T1	XANPAGTX0501_007949-T1		
N2.HOG0001538	OG0001176	n0	XANCAGTX0491_007404-T1	XANPAGTX0501_007926-T1, XANPAGTX0501_007925-T1		
N2.HOG0001539	OG0001177	n0	XANCAGTX0491_007406-T1, XANCAGTX0491_007406-T2	XANPAGTX0501_007922-T1		
N2.HOG0001540	OG0001178	n0	XANCAGTX0491_007408-T1	XANPAGTX0501_007920-T2, XANPAGTX0501_007920-T1		
N2.HOG0001541	OG0001179	n0	XANCAGTX0491_007430-T2, XANCAGTX0491_007430-T1	XANPAGTX0501_007898-T1		
N2.HOG0001542	OG0001180	n0	XANCAGTX0491_007433-T1	XANPAGTX0501_007895-T1		
N2.HOG0001543	OG0001181	n0	XANCAGTX0491_007436-T1	XANPAGTX0501_007891-T2, XANPAGTX0501_007891-T1		
N2.HOG0001544	OG0001182	n0	XANCAGTX0491_007441-T1	XANPAGTX0501_007884-T2, XANPAGTX0501_007884-T1		
N2.HOG0001545	OG0001183	n0	XANCAGTX0491_007460-T1	XANPAGTX0501_007858-T2, XANPAGTX0501_007858-T1		
N2.HOG0001546	OG0001184	n0	XANCAGTX0491_007466-T1	XANPAGTX0501_007852-T1, XANPAGTX0501_007852-T2		
N2.HOG0001547	OG0001185	n0	XANCAGTX0491_007473-T1	XANPAGTX0501_007841-T1		
N2.HOG0001548	OG0001186	n0	XANCAGTX0491_007491-T1, XANCAGTX0491_007491-T2	XANPAGTX0501_007823-T1		
N2.HOG0001549	OG0001187	n0	XANCAGTX0491_007495-T1	XANPAGTX0501_007819-T1, XANPAGTX0501_007819-T2		
N2.HOG0001550	OG0001188	n0	XANCAGTX0491_007515-T1	XANPAGTX0501_007803-T1, XANPAGTX0501_007803-T2		
N2.HOG0001551	OG0001189	n0	XANCAGTX0491_008498-T1, XANCAGTX0491_007524-T1	XANPAGTX0501_007795-T1		
N2.HOG0001552	OG0001190	n0	XANCAGTX0491_007530-T1	XANPAGTX0501_007788-T2, XANPAGTX0501_007788-T1		
N2.HOG0001553	OG0001191	n0	XANCAGTX0491_007593-T1, XANCAGTX0491_007593-T2	XANPAGTX0501_007718-T1		
N2.HOG0001554	OG0001192	n0	XANCAGTX0491_007603-T1	XANPAGTX0501_007707-T1		
N2.HOG0001555	OG0001193	n0	XANCAGTX0491_007604-T2, XANCAGTX0491_007604-T1	XANPAGTX0501_007706-T1		
N2.HOG0001556	OG0001194	n0	XANCAGTX0491_007608-T2, XANCAGTX0491_007608-T1	XANPAGTX0501_007702-T1		
N2.HOG0001557	OG0001195	n0	XANCAGTX0491_007618-T1, XANCAGTX0491_007618-T2	XANPAGTX0501_007692-T1		
N2.HOG0001558	OG0001196	n0	XANCAGTX0491_007622-T1	XANPAGTX0501_008713-T2, XANPAGTX0501_008713-T1		
N2.HOG0001559	OG0001197	n0	XANCAGTX0491_007635-T1, XANCAGTX0491_007635-T2	XANPAGTX0501_008724-T1		
N2.HOG0001560	OG0001198	n0	XANCAGTX0491_007657-T2, XANCAGTX0491_007657-T1	XANPAGTX0501_008750-T1		
N2.HOG0001561	OG0001199	n0	XANCAGTX0491_007673-T2, XANCAGTX0491_007673-T1	XANPAGTX0501_008767-T1		
N2.HOG0001562	OG0001200	n0	XANCAGTX0491_007692-T1	XANPAGTX0501_002525-T1, XANPAGTX0501_008790-T1		
N2.HOG0001563	OG0001201	n0	XANCAGTX0491_007702-T1	XANPAGTX0501_008800-T2, XANPAGTX0501_008800-T1		
N2.HOG0001564	OG0001202	n0	XANCAGTX0491_007725-T1	XANPAGTX0501_008826-T1, XANPAGTX0501_008826-T2		
N2.HOG0001565	OG0001203	n0	XANCAGTX0491_007734-T1	XANPAGTX0501_008837-T1, XANPAGTX0501_008837-T2		
N2.HOG0001566	OG0001204	n0	XANCAGTX0491_007739-T1	XANPAGTX0501_008843-T1, XANPAGTX0501_001954-T1		
N2.HOG0001567	OG0001205	n0	XANCAGTX0491_007813-T1	XANPAGTX0501_000975-T1, XANPAGTX0501_000974-T1, XANPAGTX0501_009639-T1		
N2.HOG0001568	OG0001206	n0	XANCAGTX0491_007827-T3, XANCAGTX0491_007827-T2, XANCAGTX0491_007827-T1	XANPAGTX0501_009623-T1		
N2.HOG0001569	OG0001207	n0	XANCAGTX0491_007863-T1, XANCAGTX0491_009353-T1	XANPAGTX0501_006262-T1		
N2.HOG0001570	OG0001208	n0	XANCAGTX0491_007867-T1, XANCAGTX0491_007866-T1	XANPAGTX0501_006259-T1		
N2.HOG0001571	OG0001209	n0	XANCAGTX0491_007884-T1, XANCAGTX0491_008398-T1	XANPAGTX0501_006233-T1		
N2.HOG0001572	OG0001210	n0	XANCAGTX0491_007911-T1, XANCAGTX0491_007900-T1	XANPAGTX0501_006214-T1		
N2.HOG0001573	OG0001211	n0	XANCAGTX0491_007941-T1	XANPAGTX0501_006181-T1		
N2.HOG0001574	OG0001212	n0	XANCAGTX0491_007943-T1, XANCAGTX0491_008702-T1	XANPAGTX0501_006179-T1		
N2.HOG0001575	OG0001213	n0	XANCAGTX0491_007947-T1	XANPAGTX0501_006175-T1, XANPAGTX0501_006175-T2		
N2.HOG0001576	OG0001214	n0	XANCAGTX0491_007949-T1	XANPAGTX0501_006173-T1		
N2.HOG0001577	OG0001215	n0	XANCAGTX0491_007963-T1	XANPAGTX0501_006159-T1, XANPAGTX0501_006159-T2		
N2.HOG0001578	OG0001216	n0	XANCAGTX0491_007965-T1	XANPAGTX0501_006156-T2, XANPAGTX0501_006156-T1		
N2.HOG0001579	OG0001217	n0	XANCAGTX0491_007992-T1	XANPAGTX0501_006127-T1		
N2.HOG0001580	OG0001218	n0	XANCAGTX0491_007993-T1	XANPAGTX0501_006126-T1		
N2.HOG0001581	OG0001219	n0	XANCAGTX0491_007999-T1	XANPAGTX0501_006121-T1		
N2.HOG0001582	OG0001220	n0	XANCAGTX0491_008000-T1	XANPAGTX0501_006120-T1		
N2.HOG0001583	OG0001221	n0	XANCAGTX0491_008001-T1	XANPAGTX0501_006118-T1		
N2.HOG0001584	OG0001222	n0	XANCAGTX0491_008002-T1	XANPAGTX0501_006117-T1		
N2.HOG0001585	OG0001223	n0	XANCAGTX0491_008003-T1	XANPAGTX0501_006116-T1		
N2.HOG0001586	OG0001224	n0	XANCAGTX0491_008004-T1	XANPAGTX0501_006115-T1		
N2.HOG0001587	OG0001225	n0	XANCAGTX0491_008006-T1	XANPAGTX0501_006113-T1, XANPAGTX0501_006113-T2		
N2.HOG0001588	OG0001226	n0	XANCAGTX0491_008093-T1, XANCAGTX0491_008009-T1	XANPAGTX0501_006110-T1		
N2.HOG0001589	OG0001227	n0	XANCAGTX0491_008028-T2, XANCAGTX0491_008028-T1	XANPAGTX0501_006087-T1		
N2.HOG0001590	OG0001228	n0	XANCAGTX0491_008062-T1, XANCAGTX0491_008061-T1	XANPAGTX0501_006053-T1		
N2.HOG0001591	OG0001229	n0	XANCAGTX0491_008068-T2, XANCAGTX0491_008068-T1	XANPAGTX0501_006047-T1		
N2.HOG0001592	OG0001230	n0	XANCAGTX0491_008074-T1, XANCAGTX0491_008074-T2	XANPAGTX0501_006040-T1		
N2.HOG0001593	OG0001231	n0	XANCAGTX0491_008076-T1, XANCAGTX0491_008076-T2	XANPAGTX0501_006037-T1		
N2.HOG0001594	OG0001232	n0	XANCAGTX0491_008110-T2, XANCAGTX0491_008110-T1	XANPAGTX0501_006008-T1		
N2.HOG0001595	OG0001233	n0	XANCAGTX0491_008113-T1, XANCAGTX0491_008113-T2	XANPAGTX0501_006005-T1		
N2.HOG0001596	OG0001234	n0	XANCAGTX0491_008123-T1, XANCAGTX0491_008123-T2	XANPAGTX0501_005995-T1		
N2.HOG0001597	OG0001235	n0	XANCAGTX0491_008126-T1	XANPAGTX0501_005992-T2, XANPAGTX0501_005992-T1		
N2.HOG0001598	OG0001236	n0	XANCAGTX0491_008135-T2, XANCAGTX0491_008135-T1	XANPAGTX0501_005983-T1		
N2.HOG0001599	OG0001237	n0	XANCAGTX0491_008137-T1	XANPAGTX0501_005981-T1, XANPAGTX0501_005981-T2		
N2.HOG0001600	OG0001238	n2	XANCAGTX0491_008145-T1	XANPAGTX0501_005970-T2		
N2.HOG0001601	OG0001238	n3	XANCAGTX0491_008146-T1	XANPAGTX0501_005970-T1		
N2.HOG0001602	OG0001239	n0	XANCAGTX0491_008165-T1	XANPAGTX0501_005947-T2, XANPAGTX0501_005947-T1		
N2.HOG0001603	OG0001240	n0	XANCAGTX0491_008166-T2, XANCAGTX0491_008166-T1	XANPAGTX0501_005946-T1		
N2.HOG0001604	OG0001241	n0	XANCAGTX0491_008185-T1, XANCAGTX0491_008185-T2	XANPAGTX0501_005922-T1		
N2.HOG0001605	OG0001242	n0	XANCAGTX0491_008205-T1	XANPAGTX0501_005903-T1, XANPAGTX0501_005903-T2		
N2.HOG0001606	OG0001243	n0	XANCAGTX0491_008268-T1	XANPAGTX0501_010541-T1, XANPAGTX0501_005838-T1		
N2.HOG0001607	OG0001244	n0	XANCAGTX0491_008269-T1	XANPAGTX0501_005837-T1, XANPAGTX0501_005837-T2		
N2.HOG0001608	OG0001245	n0	XANCAGTX0491_008277-T1, XANCAGTX0491_008277-T2	XANPAGTX0501_005825-T1		
N2.HOG0001609	OG0001246	n0	XANCAGTX0491_008283-T1, XANCAGTX0491_008283-T2	XANPAGTX0501_005818-T1		
N2.HOG0001610	OG0001247	n0	XANCAGTX0491_008326-T1	XANPAGTX0501_005775-T1		
N2.HOG0001611	OG0001248	n0	XANCAGTX0491_008328-T1, XANCAGTX0491_008327-T1	XANPAGTX0501_005774-T1		
N2.HOG0001612	OG0001249	n0	XANCAGTX0491_008332-T1, XANCAGTX0491_008333-T1	XANPAGTX0501_005769-T1		
N2.HOG0001613	OG0001250	n0	XANCAGTX0491_008335-T1, XANCAGTX0491_009920-T1	XANPAGTX0501_005767-T1		
N2.HOG0001614	OG0001251	n0	XANCAGTX0491_008357-T1	XANPAGTX0501_005738-T1		
N2.HOG0001615	OG0001252	n0	XANCAGTX0491_008363-T1	XANPAGTX0501_005733-T1, XANPAGTX0501_010124-T1		
N2.HOG0001616	OG0001253	n0	XANCAGTX0491_008842-T1, XANCAGTX0491_008375-T1	XANPAGTX0501_010660-T1		
N2.HOG0001617	OG0001254	n0	XANCAGTX0491_008404-T1, XANCAGTX0491_008801-T1	XANPAGTX0501_010630-T1		
N2.HOG0001618	OG0001255	n0	XANCAGTX0491_008420-T1	XANPAGTX0501_004411-T1		
N2.HOG0001619	OG0001256	n0	XANCAGTX0491_008430-T1	XANPAGTX0501_009022-T1		
N2.HOG0001620	OG0001257	n0	XANCAGTX0491_008441-T1	XANPAGTX0501_009011-T1, XANPAGTX0501_001001-T1		
N2.HOG0001621	OG0001258	n0	XANCAGTX0491_008451-T1, XANCAGTX0491_008451-T2	XANPAGTX0501_008999-T1		
N2.HOG0001622	OG0001259	n0	XANCAGTX0491_008469-T1	XANPAGTX0501_008976-T1, XANPAGTX0501_008976-T2		
N2.HOG0001623	OG0001260	n0	XANCAGTX0491_008474-T1, XANCAGTX0491_008474-T2	XANPAGTX0501_008970-T1		
N2.HOG0001624	OG0001261	n0	XANCAGTX0491_008478-T1	XANPAGTX0501_008965-T1, XANPAGTX0501_008965-T2		
N2.HOG0001625	OG0001262	n0	XANCAGTX0491_008505-T1, XANCAGTX0491_008505-T2	XANPAGTX0501_008950-T1		
N2.HOG0001626	OG0001263	n0	XANCAGTX0491_008506-T1	XANPAGTX0501_008949-T2, XANPAGTX0501_008949-T1		
N2.HOG0001627	OG0001264	n0	XANCAGTX0491_008511-T2, XANCAGTX0491_008511-T1	XANPAGTX0501_008944-T1		
N2.HOG0001628	OG0001265	n0	XANCAGTX0491_008543-T1	XANPAGTX0501_008909-T1, XANPAGTX0501_008909-T2		
N2.HOG0001629	OG0001266	n0	XANCAGTX0491_008566-T1	XANPAGTX0501_008880-T2, XANPAGTX0501_008880-T1		
N2.HOG0001630	OG0001267	n0	XANCAGTX0491_008567-T1	XANPAGTX0501_008879-T2, XANPAGTX0501_008879-T1		
N2.HOG0001631	OG0001268	n0	XANCAGTX0491_008573-T2, XANCAGTX0491_008573-T1	XANPAGTX0501_009484-T1		
N2.HOG0001632	OG0001269	n0	XANCAGTX0491_008581-T1	XANPAGTX0501_009476-T2, XANPAGTX0501_009476-T1		
N2.HOG0001633	OG0001270	n0	XANCAGTX0491_008600-T1	XANPAGTX0501_009456-T2, XANPAGTX0501_009456-T1		
N2.HOG0001634	OG0001271	n0	XANCAGTX0491_008607-T1, XANCAGTX0491_008607-T2	XANPAGTX0501_009450-T1		
N2.HOG0001635	OG0001272	n0	XANCAGTX0491_008610-T2, XANCAGTX0491_008610-T1	XANPAGTX0501_009447-T1		
N2.HOG0001636	OG0001273	n0	XANCAGTX0491_008641-T1, XANCAGTX0491_008641-T2	XANPAGTX0501_009418-T1		
N2.HOG0001637	OG0001274	n0	XANCAGTX0491_008644-T1	XANPAGTX0501_009414-T1		
N2.HOG0001638	OG0001275	n0	XANCAGTX0491_008657-T2, XANCAGTX0491_008657-T1	XANPAGTX0501_009399-T1		
N2.HOG0001639	OG0001276	n0	XANCAGTX0491_008685-T1, XANCAGTX0491_008685-T2	XANPAGTX0501_009369-T1		
N2.HOG0001640	OG0001277	n0	XANCAGTX0491_008692-T1	XANPAGTX0501_009362-T2, XANPAGTX0501_009362-T1		
N2.HOG0001641	OG0001278	n0	XANCAGTX0491_008695-T1, XANCAGTX0491_008695-T2	XANPAGTX0501_009360-T1		
N2.HOG0001642	OG0001279	n0	XANCAGTX0491_008719-T1	XANPAGTX0501_010340-T1, XANPAGTX0501_010340-T2		
N2.HOG0001643	OG0001280	n0	XANCAGTX0491_008752-T1	XANPAGTX0501_010142-T2, XANPAGTX0501_010142-T1		
N2.HOG0001644	OG0001281	n0	XANCAGTX0491_008766-T1	XANPAGTX0501_010126-T1, XANPAGTX0501_010126-T2		
N2.HOG0001645	OG0001282	n0	XANCAGTX0491_008771-T1	XANPAGTX0501_010556-T1, XANPAGTX0501_010121-T1		
N2.HOG0001646	OG0001283	n0	XANCAGTX0491_008802-T1	XANPAGTX0501_010628-T2, XANPAGTX0501_010628-T1		
N2.HOG0001647	OG0001284	n0	XANCAGTX0491_008816-T1	XANPAGTX0501_010413-T1, XANPAGTX0501_005106-T1		
N2.HOG0001648	OG0001285	n0	XANCAGTX0491_008838-T1	XANPAGTX0501_010669-T1, XANPAGTX0501_010668-T1		
N2.HOG0001649	OG0001286	n0	XANCAGTX0491_008841-T1	XANPAGTX0501_010663-T1, XANPAGTX0501_010662-T1		
N2.HOG0001650	OG0001287	n0	XANCAGTX0491_008866-T2, XANCAGTX0491_008866-T1	XANPAGTX0501_008688-T1		
N2.HOG0001651	OG0001288	n0	XANCAGTX0491_008873-T1, XANCAGTX0491_008873-T2	XANPAGTX0501_008682-T1		
N2.HOG0001652	OG0001289	n0	XANCAGTX0491_008924-T1	XANPAGTX0501_008631-T1		
N2.HOG0001653	OG0001290	n0	XANCAGTX0491_008925-T1	XANPAGTX0501_008630-T1		
N2.HOG0001654	OG0001291	n0	XANCAGTX0491_008926-T1	XANPAGTX0501_008629-T1		
N2.HOG0001655	OG0001292	n0	XANCAGTX0491_008927-T1	XANPAGTX0501_008628-T1		
N2.HOG0001656	OG0001293	n0	XANCAGTX0491_008952-T1	XANPAGTX0501_008602-T1, XANPAGTX0501_008602-T2		
N2.HOG0001657	OG0001294	n0	XANCAGTX0491_009001-T1, XANCAGTX0491_009001-T2	XANPAGTX0501_008549-T1		
N2.HOG0001658	OG0001295	n0	XANCAGTX0491_009029-T1	XANPAGTX0501_008519-T2, XANPAGTX0501_008519-T1		
N2.HOG0001659	OG0001296	n0	XANCAGTX0491_009044-T1	XANPAGTX0501_008506-T2, XANPAGTX0501_008506-T1		
N2.HOG0001660	OG0001297	n0	XANCAGTX0491_009055-T1	XANPAGTX0501_008497-T1		
N2.HOG0001661	OG0001298	n0	XANCAGTX0491_009056-T1	XANPAGTX0501_008496-T1		
N2.HOG0001662	OG0001299	n0	XANCAGTX0491_009057-T1	XANPAGTX0501_008495-T1		
N2.HOG0001663	OG0001300	n0	XANCAGTX0491_009058-T1	XANPAGTX0501_008494-T1		
N2.HOG0001664	OG0001301	n0	XANCAGTX0491_009063-T1	XANPAGTX0501_010030-T1		
N2.HOG0001665	OG0001302	n0	XANCAGTX0491_009064-T1	XANPAGTX0501_010032-T1		
N2.HOG0001666	OG0001303	n0	XANCAGTX0491_009065-T1	XANPAGTX0501_010033-T1		
N2.HOG0001667	OG0001304	n0	XANCAGTX0491_009066-T1	XANPAGTX0501_010034-T1		
N2.HOG0001668	OG0001305	n0	XANCAGTX0491_009093-T1	XANPAGTX0501_010058-T1, XANPAGTX0501_010058-T2		
N2.HOG0001669	OG0001306	n0	XANCAGTX0491_009111-T1	XANPAGTX0501_010078-T2, XANPAGTX0501_010078-T1		
N2.HOG0001670	OG0001307	n0	XANCAGTX0491_009112-T2, XANCAGTX0491_009112-T1	XANPAGTX0501_010079-T1		
N2.HOG0001671	OG0001308	n0	XANCAGTX0491_009124-T1	XANPAGTX0501_010092-T2, XANPAGTX0501_010092-T1		
N2.HOG0001672	OG0001309	n0	XANCAGTX0491_009131-T1	XANPAGTX0501_010098-T1		
N2.HOG0001673	OG0001310	n0	XANCAGTX0491_009132-T1	XANPAGTX0501_010099-T1		
N2.HOG0001674	OG0001311	n0	XANCAGTX0491_009133-T1	XANPAGTX0501_010100-T1		
N2.HOG0001675	OG0001312	n0	XANCAGTX0491_009134-T1	XANPAGTX0501_010101-T1		
N2.HOG0001676	OG0001313	n0	XANCAGTX0491_009135-T1	XANPAGTX0501_010102-T1		
N2.HOG0001677	OG0001314	n0	XANCAGTX0491_009137-T1	XANPAGTX0501_010104-T1		
N2.HOG0001678	OG0001315	n0	XANCAGTX0491_009139-T1	XANPAGTX0501_010105-T1		
N2.HOG0001679	OG0001316	n0	XANCAGTX0491_009140-T1	XANPAGTX0501_010106-T1		
N2.HOG0001680	OG0001317	n0	XANCAGTX0491_009143-T1, XANCAGTX0491_009143-T2	XANPAGTX0501_009058-T1		
N2.HOG0001681	OG0001318	n0	XANCAGTX0491_009144-T1	XANPAGTX0501_009059-T1		
N2.HOG0001682	OG0001319	n0	XANCAGTX0491_009145-T1	XANPAGTX0501_009060-T1		
N2.HOG0001683	OG0001320	n0	XANCAGTX0491_009167-T2, XANCAGTX0491_009167-T1	XANPAGTX0501_009082-T1		
N2.HOG0001684	OG0001321	n0	XANCAGTX0491_009201-T1, XANCAGTX0491_009201-T2	XANPAGTX0501_009121-T1		
N2.HOG0001685	OG0001322	n0	XANCAGTX0491_009210-T1	XANPAGTX0501_009130-T1, XANPAGTX0501_009130-T2		
N2.HOG0001686	OG0001323	n0	XANCAGTX0491_009227-T2, XANCAGTX0491_009227-T1	XANPAGTX0501_009150-T1		
N2.HOG0001687	OG0001324	n0	XANCAGTX0491_009901-T1, XANCAGTX0491_009230-T1	XANPAGTX0501_009153-T1		
N2.HOG0001688	OG0001325	n0	XANCAGTX0491_009254-T1	XANPAGTX0501_009181-T1, XANPAGTX0501_007274-T1		
N2.HOG0001689	OG0001326	n0	XANCAGTX0491_009264-T1	XANPAGTX0501_009201-T1, XANPAGTX0501_009191-T1		
N2.HOG0001690	OG0001327	n0	XANCAGTX0491_009265-T1	XANPAGTX0501_009202-T1, XANPAGTX0501_009192-T1		
N2.HOG0001691	OG0001328	n0	XANCAGTX0491_009269-T1	XANPAGTX0501_009200-T1, XANPAGTX0501_009209-T1		
N2.HOG0001692	OG0001329	n0	XANCAGTX0491_009270-T1	XANPAGTX0501_009211-T1		
N2.HOG0001693	OG0001330	n0	XANCAGTX0491_009272-T1	XANPAGTX0501_009213-T1		
