geneID	repID_mmseqs90/80	repID_mmseqs50/80	familyID
aspsyd1_156131	aspsyd1_156131	paeniv1_60142	fam05
aspsyd1_63046	aspamo1_tyr437	paeniv1_60142	fam05
aspsyd1_63056	aspsyd1_63056	aspnov4_tyr2203	fam05
aspsyd1_65810	aspasp6_tyr604	aspasp7_tyr611	fam02
aspsyd1_74030	aspasp11_tyr515	blader5_EQL29727.1	fam05
aspsyd1_86371	aspsyd2_tyr2767	aspsyd2_tyr2767	fam02
aspsyd2_tyr2764	aspsyd1_156131	paeniv1_60142	fam05
aspsyd2_tyr2765	aspsyd1_63056	aspnov4_tyr2203	fam05
aspsyd2_tyr2766	aspsyd1_1170341_715686	aspnid3_tyr2019	fam02
aspsyd2_tyr2767	aspsyd2_tyr2767	aspsyd2_tyr2767	fam02
aspsyd2_tyr2768	aspasp11_tyr517	aspscl4_RJE24476.1	fam03
aspsyd2_tyr2769	aspasp6_tyr604	aspasp7_tyr611	fam02
aspsyd2_tyr2770	aspasp11_tyr515	blader5_EQL29727.1	fam05
aspsyd2_tyr2771	aspamo1_tyr437	paeniv1_60142	fam05
aspsyd3_tyr2773	aspsyd3_tyr2773	aspsyd3_tyr2773	fam01
aspsyd3_tyr2775	aspsyd3_tyr2775	aspcri1_2283	fam01
aspsyd3_tyr2776	aspsyd3_tyr2776	penrub2_KAF3021169.1	fam01
aspsyd3_tyr2777	aspamo1_tyr437	paeniv1_60142	fam05
aspsyd3_tyr2778	aspsyd3_tyr2778	asplat6_tyr1695	fam02
aspsyd3_tyr2779	aspasp11_tyr517	aspscl4_RJE24476.1	fam03
aspsyd3_tyr2780	aspsyd1_63056	aspnov4_tyr2203	fam05
aspsyd3_tyr2781	aspsyd3_tyr2781	aspgla1_OJJ83717.1	fam02
aspsyd3_tyr2782	aspsyd3_tyr2782	aspsyd3_tyr2782	fam10
aspsyd3_tyr2783	aspsyd1_156131	paeniv1_60142	fam05
aspsyd3_tyr2784	aspsyd3_tyr2784	aspvad2_tyr3117	fam05
aspsyd3_tyr2786	aspasp11_tyr515	blader5_EQL29727.1	fam05
aspsyd3_tyr2787	aspasp6_tyr603	asphir2_tyr1515	fam07
aspsyd3_tyr2788	aspsyd1_1170341_715686	aspnid3_tyr2019	fam02
aspsyd3_tyr2789	aspasp1_tyr546	aspuda5_tyr3030	fam05
aspsyd4_tyr2790	aspsyd4_tyr2790	blaper1_1788	fam05
aspsyd4_tyr2791	aspung1_tyr3060	asppar13_tyr2371	fam05
aspsyd4_tyr2792	aspamo1_tyr433	aspamo1_tyr433	fam07
aspsyd4_tyr2793	aspsyd4_tyr2793	aspsyd4_tyr2793	fam07
aspsyd4_tyr2794	aspsyd4_tyr2794	aspsyd4_tyr2794	fam07
aspsyd4_tyr2795	aspsyd4_tyr2795	aspsyd4_tyr2795	fam05
aspsyd4_tyr2796	aspasp6_tyr604	aspasp7_tyr611	fam02
aspsyd4_tyr2798	aspsyd4_tyr2798	aspsyd4_tyr2798	fam05
aspsyd4_tyr2800	aspsyd4_tyr2800	aspsyd4_tyr2800	fam05
aspsyd4_tyr2801	aspsyd4_tyr2801	aspthe1_tyr2959	fam07
aspsyd4_tyr2802	aspasp9_tyr633	hiscap1_tyr7335	fam05
aspsyd4_tyr2803	aspsyd4_tyr2803	aspsyd4_tyr2803	fam02
aspsyd4_tyr2804	aspsyd1_1170341_715686	aspnid3_tyr2019	fam02
aspsyd4_tyr2805	aspasp3_tyr586	aspche2_tyr892	fam06
aspsyd4_tyr2806	aspsyd4_tyr2806	aspoer1_tyr2236	fam05
aspsyd4_tyr2807	aspsyd4_tyr2807	aspsyd4_tyr2807	fam07
aspsyd4_tyr2808	aspamo1_tyr426	paeniv1_60142	fam05
asptai1_189660	asptai2_tyr2810	aspnid4_tyr2028	fam05
asptai2_tyr2810	asptai2_tyr2810	aspnid4_tyr2028	fam05
asptam1_244223_273702	asptam4_tyr2847	aspnom1_155723	n.d.
asptam1_250898	aspfla13_tyr1195	aspfla13_tyr1195	fam05
asptam1_264850	asppse14_tyr2477	aspory2_EIT83020.1_EIT83023.1	fam05
asptam1_265488	aspara1_170171	asppar13_tyr2371	fam05
asptam1_265509	asptam2_tyr2829	paeniv1_60142	fam05
asptam1_284433	asppse14_tyr2482	aspibe2_tyr1544	fam06
asptam1_285368	asptam4_tyr2845	aspscl4_RJE24476.1	fam03
asptam1_tyr2812	asptam4_tyr2840	asptam4_tyr2840	fam05
asptam1_tyr2815	asptam4_tyr2843	asptam4_tyr2843	fam06
asptam1_tyr2816	aspber1_tyr678	asppse7_tyr2516	fam06
asptam1_tyr2820	asptam4_tyr2841	asptam2_tyr2824	fam03
asptam2_tyr2822	asptam2_tyr2822	aspfis5_tyr1169	fam01
asptam2_tyr2823	asptam2_tyr2823	asptam2_tyr2823	fam03
asptam2_tyr2824	asptam2_tyr2824	asptam2_tyr2824	fam03
asptam2_tyr2825	asptam2_tyr2825	aspasp7_tyr611	fam02
asptam2_tyr2826	asptam2_tyr2826	aspasp2_tyr560	fam01
asptam2_tyr2827	aspnom3_tyr2150	asppar5_tyr2396	fam06
asptam2_tyr2828	asppar10_tyr2350	aspscl4_RJE24476.1	fam03
asptam2_tyr2829	asptam2_tyr2829	paeniv1_60142	fam05
asptam2_tyr2830	asptam2_tyr2830	asptam2_tyr2830	fam02
asptam2_tyr2831	aspfla13_tyr1195	aspfla13_tyr1195	fam05
asptam3_tyr2832	asptam3_tyr2832	asptam2_tyr2824	fam03
asptam3_tyr2833	asppse14_tyr2477	aspory2_EIT83020.1_EIT83023.1	fam05
asptam3_tyr2834	aspfla13_tyr1195	aspfla13_tyr1195	fam05
asptam3_tyr2835	aspara2_tyr476	aspfum5_EAL87801.2	fam07
asptam3_tyr2836	asptam3_tyr2836	aspche2_tyr892	fam06
asptam4_tyr2838	aspara1_170171	asppar13_tyr2371	fam05
asptam4_tyr2839	asptam2_tyr2829	paeniv1_60142	fam05
asptam4_tyr2840	asptam4_tyr2840	asptam4_tyr2840	fam05
asptam4_tyr2841	asptam4_tyr2841	asptam2_tyr2824	fam03
asptam4_tyr2842	asppse14_tyr2477	aspory2_EIT83020.1_EIT83023.1	fam05
asptam4_tyr2843	asptam4_tyr2843	asptam4_tyr2843	fam06
asptam4_tyr2844	aspber1_tyr678	asppse7_tyr2516	fam06
asptam4_tyr2845	asptam4_tyr2845	aspscl4_RJE24476.1	fam03
asptam4_tyr2846	asppse14_tyr2482	aspibe2_tyr1544	fam06
asptam4_tyr2847	asptam4_tyr2847	aspnom1_155723	fam05
asptam4_tyr2848	aspfla13_tyr1195	aspfla13_tyr1195	fam05
asptan1_tyr2849	aspibe2_tyr1548	aspory2_EIT83020.1_EIT83023.1	fam05
asptan1_tyr2851	asptan1_tyr2851	talsti1_10261_10262_10263	fam02
asptan1_tyr2852	asptan1_tyr2852	aspsp.1_RMJ24447.1	fam03
asptan1_tyr2853	asphir2_tyr1508	aspfla13_tyr1195	fam05
asptan1_tyr2855	asptan1_tyr2855	aspsoj2_tyr2667	fam05
asptan1_tyr2856	asptan1_tyr2856	penbra1_3631	fam06
asptan1_tyr2857	asptan1_tyr2857	aspnid4_tyr2028	fam05
asptan1_tyr2858	asptan1_tyr2858	asptan1_tyr2858	fam03
asptan1_tyr2859	asptan1_tyr2859	aspmon1_tyr1958	fam06
asptan1_tyr2861	asptan1_tyr2861	asptan1_tyr2861	fam05
asptan1_tyr2862	asptan1_tyr2862	pesfic1_tyr9064	fam05
asptan1_tyr2863	asptan1_tyr2863	aspvad2_tyr3117	fam05
asptan1_tyr2864	asptan1_tyr2864	asptan1_tyr2864	fam02
asptan1_tyr2865	asptan1_tyr2865	aspgla1_OJJ85450.1_OJJ85451.1	fam07
asptan1_tyr2869	asptan1_tyr2869	aspory2_EIT83020.1_EIT83023.1	fam05
asptan1_tyr2870	asptan1_tyr2870	asptan1_tyr2870	fam02
asptan1_tyr2871	asptan1_tyr2871	asptan1_tyr2871	fam05
asptan1_tyr2873	asptan1_tyr2873	aspcri1_2283	fam01
asptan1_tyr2874	asptan1_tyr2874	aspibe2_tyr1544	fam06
asptan1_tyr2875	asptan1_tyr2875	aspthe1_tyr2959	fam07
asptan1_tyr2876	asptan1_tyr2876	aspsp.1_RMJ24447.1	fam03
asptan1_tyr2878	asptan1_tyr2878	aspuda5_tyr3030	fam05
asptan1_tyr2879	asptan1_tyr2879	asptan1_tyr2879	fam05
asptan1_tyr2880	asptan1_tyr2880	asptan1_tyr2880	fam01
asptan1_tyr2881	asptan1_tyr2881	aspscl6_tyr2634	fam06
aspter10_tyr2883	aspter10_tyr2883	aspter10_tyr2883	fam07
aspter10_tyr2884	aspter6_tyr2902	aspawa2_tyr663	fam06
aspter10_tyr2885	aspter10_tyr2885	aspter10_tyr2885	fam06
aspter10_tyr2886	aspter10_tyr2886	paeniv1_60142	fam05
aspter10_tyr2888	aspter10_tyr2888	aspter10_tyr2888	fam06
aspter10_tyr2889	aspoli1_tyr2256	aspasp3_tyr590	fam06
aspter1_4046	aspaff1_tyr358	aspsoj2_tyr2667	fam05
aspter2_tyr2893	aspaff1_tyr358	aspsoj2_tyr2667	fam05
aspter4_tyr2895	aspoli1_tyr2256	aspasp3_tyr590	fam06
aspter5_tyr2898	asppse11_tyr2466	asppse11_tyr2466	fam06
aspter5_tyr2900	asppse11_303436	blaper1_1788	fam05
aspter6_tyr2902	aspter6_tyr2902	aspawa2_tyr663	fam06
aspter6_tyr2904	aspoli1_tyr2256	aspasp3_tyr590	fam06
aspter6_tyr2906	aspaff1_tyr358	aspsoj2_tyr2667	fam05
aspter6_tyr2907	aspter6_tyr2907	aspamo1_tyr433	fam07
aspter6_tyr2908	aspaff1_tyr358	aspsoj2_tyr2667	fam05
aspter6_tyr2909	aspfis5_tyr1177	paeniv1_60142	fam05
aspter6_tyr2910	aspter6_tyr2910	aspscl4_RJE24476.1	fam03
aspter7_tyr2912	asppse11_303436	blaper1_1788	fam05
aspter7_tyr2913	asppse11_tyr2466	asppse11_tyr2466	fam06
aspter8_tyr2915	aspter9_tyr2934	blader5_EQL29727.1	fam05
aspter8_tyr2916	aspasp10_tyr512	aspscl4_RJE24476.1	fam03
aspter8_tyr2917	aspter9_tyr2930	aspmon1_tyr1978	fam05
aspter8_tyr2918	aspter9_tyr2931	aspasp3_tyr590	fam06
aspter8_tyr2919	aspaff1_tyr358	aspsoj2_tyr2667	fam05
aspter8_tyr2920	aspter9_tyr2940	aspter9_tyr2940	fam05
aspter8_tyr2921	asppse15_tyr2490	aspawa2_tyr663	fam06
aspter8_tyr2922	aspscl4_RJE17657.1	aspgla1_OJJ85450.1_OJJ85451.1	fam07
aspter8_tyr2923	aspter9_tyr2928	aspter9_tyr2928	fam03
aspter8_tyr2925	aspter9_tyr2936	aspter9_tyr2936	fam05
aspter8_tyr2927	aspter9_tyr2938	aspter9_tyr2938	fam06
aspter9_tyr2928	aspter9_tyr2928	aspter9_tyr2928	fam03
aspter9_tyr2930	aspter9_tyr2930	aspmon1_tyr1978	fam05
aspter9_tyr2931	aspter9_tyr2931	aspasp3_tyr590	fam06
aspter9_tyr2932	aspaff1_tyr358	aspsoj2_tyr2667	fam05
aspter9_tyr2933	aspasp10_tyr512	aspscl4_RJE24476.1	fam03
aspter9_tyr2934	aspter9_tyr2934	blader5_EQL29727.1	fam05
aspter9_tyr2935	asppse15_tyr2490	aspawa2_tyr663	fam06
aspter9_tyr2936	aspter9_tyr2936	aspter9_tyr2936	fam05
aspter9_tyr2938	aspter9_tyr2938	aspter9_tyr2938	fam06
aspter9_tyr2939	aspscl4_RJE17657.1	aspgla1_OJJ85450.1_OJJ85451.1	fam07
aspter9_tyr2940	aspter9_tyr2940	aspter9_tyr2940	fam05
aspthe1_tyr2941	aspthe1_tyr2941	asppse7_tyr2516	fam06
aspthe1_tyr2942	aspthe1_tyr2942	aspuda5_tyr3030	fam05
aspthe1_tyr2943	aspthe1_tyr2943	aspcro1_tyr1048	fam03
aspthe1_tyr2944	aspcal3_tyr822	aspfla13_tyr1195	fam05
aspthe1_tyr2945	aspthe1_tyr2945	aspnid1_CBF82971.1	fam06
aspthe1_tyr2946	aspthe1_tyr2946	aspcri1_2283	fam01
aspthe1_tyr2947	aspthe1_tyr2947	asppse7_tyr2516	fam06
aspthe1_tyr2948	aspthe1_tyr2948	aspche2_tyr892	fam06
aspthe1_tyr2949	aspthe1_tyr2949	aspfum5_EAL87801.2	fam07
aspthe1_tyr2950	asphir2_tyr1508	aspfla13_tyr1195	fam05
aspthe1_tyr2952	aspthe1_tyr2952	aspory2_EIT83020.1_EIT83023.1	fam05
aspthe1_tyr2953	aspthe1_tyr2953	aspthe1_tyr2953	fam07
aspthe1_tyr2954	aspthe1_tyr2954	aspsyd4_tyr2807	fam07
aspthe1_tyr2955	aspthe1_tyr2955	aspcri1_2283	fam01
aspthe1_tyr2956	aspthe1_tyr2956	aspnid1_CBF82971.1	fam06
aspthe1_tyr2957	aspthe1_tyr2957	hiscap1_tyr7335	fam05
aspthe1_tyr2958	aspthe1_tyr2958	aspthe1_tyr2958	fam06
aspthe1_tyr2959	aspthe1_tyr2959	aspthe1_tyr2959	fam07
aspthe1_tyr2960	aspthe1_tyr2960	asplat6_tyr1695	fam02
aspthe1_tyr2961	aspthe1_tyr2961	aspthe1_tyr2961	fam02
aspthe1_tyr2962	aspthe1_tyr2962	aspuda5_tyr3030	fam05
aspthe1_tyr2964	aspthe1_tyr2964	aspter10_tyr2885	fam06
aspthe1_tyr2965	asplen7_tyr1760	aspche2_tyr892	fam06
aspthe1_tyr2966	aspfum14_tyr1296	aspasp7_tyr611	fam02
asptra2_543120	aspory9_tyr2343	aspcri1_2283	fam01
asptra2_548066	asptra3_tyr2982	asptra3_tyr2982	fam03
asptra2_559752	asppar13_tyr2365	asppar13_tyr2365	fam07
asptra2_566150	asptra3_tyr2979	aspnov4_tyr2203	fam05
asptra2_tyr2968	asptra3_tyr2976	asptam4_tyr2843	fam06
asptra2_tyr2969	asptra3_tyr2976	asptam4_tyr2843	fam06
asptra2_tyr2970	aspber1_tyr678	asppse7_tyr2516	fam06
asptra3_tyr2976	asptra3_tyr2976	asptam4_tyr2843	fam06
asptra3_tyr2978	aspber1_tyr678	asppse7_tyr2516	fam06
asptra3_tyr2979	asptra3_tyr2979	aspnov4_tyr2203	fam05
asptra3_tyr2980	aspory9_tyr2343	aspcri1_2283	fam01
asptra3_tyr2982	asptra3_tyr2982	asptra3_tyr2982	fam03
asptra3_tyr2983	asptra3_tyr2976	asptam4_tyr2843	fam06
asptra3_tyr2984	asppar13_tyr2365	asppar13_tyr2365	fam07
asptub10_tyr2985	aspawa2_tyr663	aspawa2_tyr663	fam06
asptub10_tyr2987	asptub10_tyr2987	aspwes1_tyr3209	fam05
asptub10_tyr2988	asptub10_tyr2988	aspcro1_tyr1048	fam03
asptub10_tyr2989	asptub1_OJI80392.1	asptub1_OJI80392.1	fam01
asptub10_tyr2990	aspluc2_172821	aspcri1_2283	fam01
asptub1_OJI80392.1	asptub1_OJI80392.1	asptub1_OJI80392.1	fam01
asptub1_tyr2991	asptub1_tyr2991	aspwel4_tyr3182	fam05
asptub2_tyr2994	asptub2_tyr2994	asptub2_tyr2994	fam05
asptub6_tyr2996	aspwel3_tyr3179	aspscl6_tyr2634	fam06
asptur1_tyr2997	aspsyd3_tyr2776	penrub2_KAF3021169.1	fam01
asptur1_tyr2999	aspasp8_tyr630	asplen8_tyr1774	fam01
asptur2_tyr3000	asplen7_tyr1760	aspche2_tyr892	fam06
aspuda1_1336	aspuda5_tyr3027	aspter10_tyr2885	fam06
aspuda1_1771	aspuda2_tyr3007	aspuda6_tyr3045	fam03
aspuda1_tyr3002	aspuda2_tyr3010	aspuda2_tyr3010	fam03
aspuda1_tyr3003	aspuda2_tyr3006	aspuda4_tyr3016	fam06
aspuda2_tyr3006	aspuda2_tyr3006	aspuda4_tyr3016	fam06
aspuda2_tyr3007	aspuda2_tyr3007	aspuda6_tyr3045	fam03
aspuda2_tyr3008	aspuda5_tyr3027	aspter10_tyr2885	fam06
aspuda2_tyr3010	aspuda2_tyr3010	aspuda2_tyr3010	fam03
aspuda3_tyr3011	aspuda3_tyr3011	aspuda3_tyr3011	fam05
aspuda3_tyr3012	aspfum13_tyr1280	aspnid1_CBF82971.1	fam06
aspuda3_tyr3013	aspuda3_tyr3013	asppse7_tyr2516	fam06
aspuda3_tyr3014	aspuda3_tyr3014	aspnid4_tyr2028	fam05
aspuda3_tyr3015	aspuda2_tyr3006	aspuda4_tyr3016	fam06
aspuda4_tyr3016	aspuda4_tyr3016	aspuda4_tyr3016	fam06
aspuda4_tyr3017	aspuda4_tyr3017	aspfis5_tyr1169	fam01
aspuda4_tyr3018	aspuda4_tyr3018	aspory2_EIT83020.1_EIT83023.1	fam05
aspuda4_tyr3019	aspfum19_tyr1354	aspfum5_EAL87801.2	fam07
aspuda4_tyr3020	aspuda4_tyr3020	asppse7_tyr2516	fam06
aspuda4_tyr3021	aspuda4_tyr3021	aspuda4_tyr3021	fam01
aspuda4_tyr3022	aspuda4_tyr3022	aspuva2_tyr3111	fam06
aspuda4_tyr3023	aspuda4_tyr3023	asppse7_tyr2516	fam06
aspuda4_tyr3024	aspuda4_tyr3024	aspfis5_tyr1169	fam01
aspuda4_tyr3025	aspuda6_tyr3045	aspuda6_tyr3045	fam03
aspuda5_tyr3026	aspuda5_tyr3026	aspuda7_tyr3057	fam05
aspuda5_tyr3027	aspuda5_tyr3027	aspter10_tyr2885	fam06
aspuda5_tyr3028	aspuda4_tyr3016	aspuda4_tyr3016	fam06
aspuda5_tyr3029	aspuda5_tyr3027	aspter10_tyr2885	fam06
aspuda5_tyr3030	aspuda5_tyr3030	aspuda5_tyr3030	fam05
aspuda5_tyr3031	aspuda4_tyr3023	asppse7_tyr2516	fam06
aspuda5_tyr3032	aspuda5_tyr3032	aspfis5_tyr1169	fam01
aspuda5_tyr3033	aspuda5_tyr3033	aspuda5_tyr3030	fam05
aspuda5_tyr3034	aspasp8_tyr630	asplen8_tyr1774	fam01
aspuda5_tyr3035	aspuda5_tyr3035	asppar14_tyr2385	fam05
aspuda5_tyr3036	aspuda5_tyr3036	asptam4_tyr2843	fam06
aspuda5_tyr3037	aspuda5_tyr3037	paeniv1_60142	fam05
aspuda5_tyr3040	aspuda6_tyr3045	aspuda6_tyr3045	fam03
aspuda6_tyr3041	aspuda4_tyr3016	aspuda4_tyr3016	fam06
aspuda6_tyr3042	aspuda6_tyr3042	aspuda6_tyr3042	fam05
aspuda6_tyr3043	aspuda6_tyr3043	penbra1_3631	fam06
aspuda6_tyr3044	aspuda6_tyr3044	aspory2_EIT83020.1_EIT83023.1	fam05
aspuda6_tyr3045	aspuda6_tyr3045	aspuda6_tyr3045	fam03
aspuda6_tyr3046	aspuda6_tyr3046	aspuda6_tyr3046	fam05
aspuda6_tyr3047	aspuda6_tyr3047	aspuda6_tyr3047	fam05
aspuda6_tyr3048	aspfum13_tyr1280	aspnid1_CBF82971.1	fam06
aspuda6_tyr3049	aspuda6_tyr3049	aspasp3_tyr590	fam06
aspuda6_tyr3050	aspuda5_tyr3026	aspuda7_tyr3057	fam05
aspuda7_tyr3051	aspuda5_tyr3027	aspter10_tyr2885	fam06
aspuda7_tyr3052	aspuda7_tyr3052	aspuda7_tyr3052	fam05
aspuda7_tyr3055	aspuda7_tyr3055	aspuda7_tyr3055	fam05
aspuda7_tyr3057	aspuda7_tyr3057	aspuda7_tyr3057	fam05
aspung1_tyr3060	aspung1_tyr3060	asppar13_tyr2371	fam05
aspung1_tyr3061	aspasp11_tyr515	blader5_EQL29727.1	fam05
aspung1_tyr3062	aspasp6_tyr604	aspasp7_tyr611	fam02
aspung1_tyr3063	aspamo1_tyr437	paeniv1_60142	fam05
aspung1_tyr3064	aspung1_tyr3064	aspasp11_tyr514	fam06
aspung2_tyr3065	aspasp11_tyr515	blader5_EQL29727.1	fam05
aspung2_tyr3066	aspamo1_tyr437	paeniv1_60142	fam05
aspung2_tyr3067	aspasp11_tyr513	penbra1_3631	fam06
aspung2_tyr3069	aspasp11_tyr520	aspcri1_2283	fam01
aspung2_tyr3070	aspasp11_tyr517	aspscl4_RJE24476.1	fam03
aspung2_tyr3071	aspasp11_tyr518	aspsyd2_tyr2767	fam02
aspung2_tyr3072	aspasp11_tyr519	asplat4_tyr1652	fam02
aspung3_tyr3073	aspasp11_tyr515	blader5_EQL29727.1	fam05
aspung3_tyr3074	aspamo1_tyr437	paeniv1_60142	fam05
aspung3_tyr3076	aspasp11_tyr514	aspasp11_tyr514	fam06
aspung3_tyr3077	aspasp11_tyr517	aspscl4_RJE24476.1	fam03
aspung3_tyr3078	aspasp11_tyr518	aspsyd2_tyr2767	fam02
aspung3_tyr3079	aspasp11_tyr519	asplat4_tyr1652	fam02
aspung3_tyr3080	aspasp11_tyr520	aspcri1_2283	fam01
aspung3_tyr3081	aspasp11_tyr513	penbra1_3631	fam06
aspung4_tyr3083	aspasp11_tyr515	blader5_EQL29727.1	fam05
aspung4_tyr3084	aspamo1_tyr437	paeniv1_60142	fam05
aspung4_tyr3085	aspasp11_tyr513	penbra1_3631	fam06
aspung4_tyr3086	aspasp11_tyr517	aspscl4_RJE24476.1	fam03
aspung4_tyr3087	aspasp11_tyr518	aspsyd2_tyr2767	fam02
aspung4_tyr3088	aspasp11_tyr519	asplat4_tyr1652	fam02
aspung4_tyr3089	aspasp11_tyr520	aspcri1_2283	fam01
aspust1_tyr3090	aspcal3_tyr822	aspfla13_tyr1195	fam05
aspust1_tyr3091	aspasp6_tyr604	aspasp7_tyr611	fam02
aspust1_tyr3092	aspust1_tyr3092	aspust1_tyr3097	fam07
aspust1_tyr3093	aspcal2_768171	aspche2_tyr892	fam06
aspust1_tyr3094	aspust1_tyr3094	aspche2_tyr892	fam06
aspust1_tyr3096	aspsyd3_tyr2776	penrub2_KAF3021169.1	fam01
aspust1_tyr3097	aspust1_tyr3097	aspust1_tyr3097	fam07
aspust1_tyr3098	aspust1_tyr3098	aspust1_tyr3098	fam05
aspust1_tyr3099	aspust1_tyr3099	aspasp7_tyr611	fam02
aspust1_tyr3100	aspust1_tyr3100	aspnid1_CBF82971.1	fam06
aspuva1_321834	aspuva2_tyr3109	aspfum5_EAL87801.2	fam07
aspuva1_347115	aspuva2_tyr3110	aspfum5_EAL87801.2	fam07
aspuva1_384152	aspell1_446527	aspscl4_RJE24476.1	fam03
aspuva1_407201	aspuva2_tyr3107	aspuda5_tyr3030	fam05
aspuva1_409090	asphom2_tyr1530	aspfla13_tyr1195	fam05
aspuva1_tyr3105	aspuva2_tyr3111	aspuva2_tyr3111	fam06
aspuva2_tyr3107	aspuva2_tyr3107	aspuda5_tyr3030	fam05
aspuva2_tyr3108	asphom2_tyr1530	aspfla13_tyr1195	fam05
aspuva2_tyr3109	aspuva2_tyr3109	aspfum5_EAL87801.2	fam07
aspuva2_tyr3110	aspuva2_tyr3110	aspfum5_EAL87801.2	fam07
aspuva2_tyr3111	aspuva2_tyr3111	aspuva2_tyr3111	fam06
aspuva2_tyr3112	aspell1_446527	aspscl4_RJE24476.1	fam03
aspvad1_328030	aspawa2_tyr663	aspawa2_tyr663	fam06
aspvad1_426218	aspnig10_tyr2035	aspcri1_2283	fam01
aspvad1_489440	aspvad1_489440	aspvad1_489440	fam05
aspvad1_tyr3116	aspvad2_tyr3118	aspvad2_tyr3118	fam05
aspvad2_tyr3117	aspvad2_tyr3117	aspvad2_tyr3117	fam05
aspvad2_tyr3118	aspvad2_tyr3118	aspvad2_tyr3118	fam05
aspvad2_tyr3119	aspnig10_tyr2035	aspcri1_2283	fam01
aspvad2_tyr3120	aspawa2_tyr663	aspawa2_tyr663	fam06
aspver1_OJI99576.1	aspver1_OJI99576.1	aspver1_OJI99576.1	fam07
aspver2_tyr3123	aspasp6_tyr604	aspasp7_tyr611	fam02
aspver2_tyr3124	aspasp6_tyr604	aspasp7_tyr611	fam02
aspver2_tyr3125	aspsyd1_63056	aspnov4_tyr2203	fam05
aspver2_tyr3126	aspamo1_tyr433	aspamo1_tyr433	fam07
aspver2_tyr3127	aspasp11_tyr515	blader5_EQL29727.1	fam05
aspver2_tyr3128	aspamo1_tyr437	paeniv1_60142	fam05
aspver2_tyr3129	aspsyd1_156131	paeniv1_60142	fam05
aspver2_tyr3130	aspver2_tyr3130	aspver2_tyr3130	fam05
aspver2_tyr3131	aspver2_tyr3131	aspcri1_2283	fam01
aspver2_tyr3132	aspasp1_tyr546	aspuda5_tyr3030	fam05
aspver2_tyr3133	aspasp7_tyr611	aspasp7_tyr611	fam02
aspver2_tyr3134	aspsyd1_1170341_715686	aspnid3_tyr2019	fam02
aspver2_tyr3135	aspasp6_tyr603	asphir2_tyr1515	fam07
aspver2_tyr3136	aspasp6_tyr597	aspasp7_tyr611	fam02
aspvio1_187046	aspvio2_tyr3144	aspasp7_tyr611	fam02
aspvio1_tyr3138	aspjap1_tyr1560	aspscl6_tyr2634	fam06
aspvio1_tyr3139	aspjap1_tyr1560	aspscl6_tyr2634	fam06
aspvio2_tyr3141	aspjap1_tyr1560	aspscl6_tyr2634	fam06
aspvio2_tyr3142	aspjap1_tyr1560	aspscl6_tyr2634	fam06
aspvio2_tyr3144	aspvio2_tyr3144	aspasp7_tyr611	fam02
aspvir1_tyr3145	asphir2_tyr1508	aspfla13_tyr1195	fam05
aspvir2_tyr3146	asphir2_tyr1508	aspfla13_tyr1195	fam05
aspvir2_tyr3147	aspvir2_tyr3147	aspvir2_tyr3147	fam07
aspwel1_122868	aspkaw1_17476	blader5_EQL29727.1	fam05
aspwel1_148067	aspfum10_tyr1235	aspuda5_tyr3030	fam05
aspwel1_155183	aspluc2_172821	aspcri1_2283	fam01
aspwel1_155824	aspnig10_tyr2035	aspcri1_2283	fam01
aspwel1_158067	aspawa2_tyr663	aspawa2_tyr663	fam06
aspwel1_184430	aspwel1_184430	aspluc2_85233	fam05
aspwel1_184886	aspwel2_tyr3166	aspnid3_tyr2023	fam05
aspwel1_tyr3155	aspwel2_tyr3160	aspscl6_tyr2634	fam06
aspwel2_tyr3160	aspwel2_tyr3160	aspscl6_tyr2634	fam06
aspwel2_tyr3162	aspkaw1_17476	blader5_EQL29727.1	fam05
aspwel2_tyr3164	aspfum10_tyr1235	aspuda5_tyr3030	fam05
aspwel2_tyr3165	aspnig10_tyr2035	aspcri1_2283	fam01
aspwel2_tyr3166	aspwel2_tyr3166	aspnid3_tyr2023	fam05
aspwel2_tyr3169	aspwel1_184430	aspluc2_85233	fam05
aspwel2_tyr3170	aspawa2_tyr663	aspawa2_tyr663	fam06
aspwel2_tyr3171	aspluc2_172821	aspcri1_2283	fam01
aspwel3_tyr3172	aspwel3_tyr3172	aspwel3_tyr3172	fam05
aspwel3_tyr3173	aspnig10_tyr2035	aspcri1_2283	fam01
aspwel3_tyr3174	aspwel1_184430	aspluc2_85233	fam05
aspwel3_tyr3175	aspwel3_tyr3175	aspfla13_tyr1195	fam05
aspwel3_tyr3176	aspawa2_tyr663	aspawa2_tyr663	fam06
aspwel3_tyr3177	aspwel3_tyr3177	aspwel3_tyr3177	fam06
aspwel3_tyr3178	aspwel3_tyr3178	aspcri1_2283	fam01
aspwel3_tyr3179	aspwel3_tyr3179	aspscl6_tyr2634	fam06
aspwel3_tyr3181	aspwel3_tyr3181	aspwel3_tyr3181	fam05
aspwel4_tyr3182	aspwel4_tyr3182	aspwel4_tyr3182	fam05
aspwel4_tyr3184	asptub10_tyr2987	aspwes1_tyr3209	fam05
aspwel4_tyr3185	aspawa2_tyr658	aspawa2_tyr658	fam05
aspwel4_tyr3186	aspwel1_184430	aspluc2_85233	fam05
aspwel4_tyr3187	aspwel5_tyr3200	aspwel5_tyr3200	fam05
