Captain_Sequence	First_Cluster_Rep	Second_Cluster_Rep
teloschistes.peruensis.1_tyr1355	teloschistes.peruensis.1_tyr1355	stereocaulon.dactylophyllum.1_tyr2212
teloschistes.peruensis.1_tyr1536	teloschistes.peruensis.1_tyr1536	teloschistes.exilis.1_tyr3101
teloschistes.peruensis.1_tyr2728	teloschistes.peruensis.1_tyr2728	teloschistes.exilis.1_tyr3101
teloschistes.peruensis.1_tyr3340	teloschistes.peruensis.1_tyr3340	teloschistes.peruensis.1_tyr3340
teloschistes.peruensis.1_tyr3348	teloschistes.peruensis.1_tyr3348	lecanorales.sp..6_tyr1295
teloschistes.peruensis.1_tyr4017	teloschistes.peruensis.1_tyr4017	teloschistes.exilis.3_tyr394
teloschistes.peruensis.1_tyr622	teloschistes.peruensis.1_tyr622	lecanorales.sp..5_tyr406
gallowayella.fulva.1_tyr2086	teloschistes.peruensis.1_tyr622	lecanorales.sp..5_tyr406
gallowayella.fulva.1_tyr3492	teloschistes.peruensis.1_tyr622	lecanorales.sp..5_tyr406
teloschistes.peruensis.1_tyr623	teloschistes.peruensis.1_tyr623	teloschistes.exilis.3_tyr394
teratosphaeriaceae.sp..1_tyr1571	teratosphaeriaceae.sp..1_tyr1571	teratosphaeriaceae.sp..1_tyr1571
teratosphaeriaceae.sp..1_tyr2413	teratosphaeriaceae.sp..1_tyr2413	teratosphaeriaceae.sp..1_tyr2413
teratosphaeriaceae.sp..1_tyr2580	teratosphaeriaceae.sp..1_tyr2580	teratosphaeriaceae.sp..1_tyr2580
teratosphaeriaceae.sp..1_tyr277	teratosphaeriaceae.sp..1_tyr277	teratosphaeriaceae.sp..1_tyr277
teratosphaeriaceae.sp..1_tyr278	teratosphaeriaceae.sp..1_tyr278	teratosphaeriaceae.sp..1_tyr278
teratosphaeriaceae.sp..1_tyr3627	teratosphaeriaceae.sp..1_tyr3627	teratosphaeriaceae.sp..1_tyr929
teratosphaeriaceae.sp..1_tyr929	teratosphaeriaceae.sp..1_tyr929	teratosphaeriaceae.sp..1_tyr929
thelotrema.lepadinum.1_tyr2472	thelotrema.lepadinum.1_tyr2472	thelotrema.lepadinum.1_tyr2472
thelotrema.lepadinum.2_tyr2220	thelotrema.lepadinum.1_tyr2472	thelotrema.lepadinum.1_tyr2472
thelotrema.lepadinum.1_tyr2650	thelotrema.lepadinum.1_tyr2650	stictis.urceolata.1_tyr1403
thelotrema.lepadinum.2_tyr561	thelotrema.lepadinum.1_tyr2650	stictis.urceolata.1_tyr1403
thelotrema.lepadinum.1_tyr3674	thelotrema.lepadinum.1_tyr3674	thelotrema.lepadinum.1_tyr3674
thelotrema.lepadinum.2_tyr2343	thelotrema.lepadinum.2_tyr2343	thelotrema.lepadinum.2_tyr2343
thelotrema.lepadinum.1_tyr491	thelotrema.lepadinum.2_tyr2343	thelotrema.lepadinum.2_tyr2343
thelotrema.lepadinum.2_tyr2840	thelotrema.lepadinum.2_tyr2840	nadvornikia.sorediata.1_tyr544
thelotrema.lepadinum.1_tyr2043	thelotrema.lepadinum.2_tyr2840	nadvornikia.sorediata.1_tyr544
thelotrema.subtile.1_tyr73	thelotrema.subtile.1_tyr73	nadvornikia.sorediata.1_tyr544
trapelia.coarctata.1_tyr1301	trapelia.coarctata.1_tyr1301	trapelia.coarctata.1_tyr1301
trapelia.coarctata.1_tyr166	trapelia.coarctata.1_tyr166	trapelia.coarctata.1_tyr166
trapelia.coarctata.1_tyr2449	trapelia.coarctata.1_tyr2449	umbilicaria.hispanica.1_tyr1614
trapelia.coarctata.1_tyr3016	trapelia.coarctata.1_tyr3016	trapelia.coarctata.1_tyr3016
trapelia.coarctata.1_tyr3269	trapelia.coarctata.1_tyr3269	umbilicaria.hispanica.1_tyr1614
trapelia.coarctata.1_tyr3411	trapelia.coarctata.1_tyr3411	icmadophila.ericetorum.1_tyr2978
trapelia.coarctata.1_tyr3636	trapelia.coarctata.1_tyr3636	rusavskia.elegans.1_tyr3814
trapelia.coarctata.1_tyr378	trapelia.coarctata.1_tyr378	trapelia.coarctata.1_tyr378
trapelia.coarctata.2_tyr1443	trapelia.coarctata.2_tyr1443	trapelia.coarctata.2_tyr1443
trapeliopsis.flexuosa.1_tyr3499	trapeliopsis.flexuosa.1_tyr3499	trapeliopsis.flexuosa.1_tyr3499
umbilicaria.americana.1_tyr1621	umbilicaria.americana.1_tyr1621	umbilicaria.americana.1_tyr1621
umbilicaria.americana.1_tyr2054	umbilicaria.americana.1_tyr2054	umbilicaria.grisea.2_tyr276
umbilicaria.crustulosa.1_tyr1022	umbilicaria.crustulosa.1_tyr1022	endocarpon.pusillum.1_tyr746
leprocaulales.sp..1_tyr1393	umbilicaria.crustulosa.1_tyr1022	endocarpon.pusillum.1_tyr746
umbilicaria.crustulosa.2_tyr2734	umbilicaria.crustulosa.1_tyr1022	endocarpon.pusillum.1_tyr746
umbilicaria.crustulosa.1_tyr1089	umbilicaria.crustulosa.1_tyr1089	umbilicaria.spodochroa.4_tyr3266
lasallia.papulosa.1_tyr2817	umbilicaria.crustulosa.1_tyr1089	umbilicaria.spodochroa.4_tyr3266
umbilicaria.crustulosa.1_tyr1108	umbilicaria.crustulosa.1_tyr1108	umbilicaria.crustulosa.1_tyr1108
umbilicaria.crustulosa.1_tyr1415	umbilicaria.crustulosa.1_tyr1415	umbilicaria.crustulosa.2_tyr1387
umbilicaria.crustulosa.1_tyr205	umbilicaria.crustulosa.1_tyr205	lasallia.pustulata.1_tyr527
umbilicaria.crustulosa.1_tyr206	umbilicaria.crustulosa.1_tyr206	umbilicaria.grisea.2_tyr276
umbilicaria.crustulosa.1_tyr2456	umbilicaria.crustulosa.1_tyr2456	umbilicaria.crustulosa.1_tyr2456
umbilicaria.crustulosa.1_tyr344	umbilicaria.crustulosa.1_tyr344	umbilicaria.crustulosa.1_tyr2456
umbilicaria.crustulosa.1_tyr345	umbilicaria.crustulosa.1_tyr345	umbilicaria.crustulosa.1_tyr2456
umbilicaria.crustulosa.1_tyr3817	umbilicaria.crustulosa.1_tyr3817	umbilicaria.crustulosa.1_tyr2456
umbilicaria.crustulosa.1_tyr445	umbilicaria.crustulosa.1_tyr445	parmeliaceae.sp..16_tyr251
umbilicaria.crustulosa.1_tyr446	umbilicaria.crustulosa.1_tyr446	umbilicaria.crustulosa.1_tyr446
umbilicaria.crustulosa.1_tyr450	umbilicaria.crustulosa.1_tyr450	umbilicaria.hispanica.1_tyr1614
umbilicaria.crustulosa.2_tyr1386	umbilicaria.crustulosa.1_tyr450	umbilicaria.hispanica.1_tyr1614
umbilicaria.crustulosa.3_tyr2757	umbilicaria.crustulosa.1_tyr450	umbilicaria.hispanica.1_tyr1614
umbilicaria.crustulosa.1_tyr673	umbilicaria.crustulosa.1_tyr673	pseudopyrenochaetaceae.sp..1_tyr1768
umbilicaria.nylanderiana.2_tyr507	umbilicaria.crustulosa.1_tyr673	pseudopyrenochaetaceae.sp..1_tyr1768
umbilicaria.crustulosa.2_tyr2367	umbilicaria.crustulosa.1_tyr673	pseudopyrenochaetaceae.sp..1_tyr1768
umbilicaria.crustulosa.2_tyr1221	umbilicaria.crustulosa.2_tyr1221	umbilicaria.crustulosa.2_tyr1221
umbilicaria.crustulosa.2_tyr1222	umbilicaria.crustulosa.2_tyr1222	flavoplaca.marina.2_tyr1816
umbilicaria.polyphylla.3_tyr510	umbilicaria.crustulosa.2_tyr1222	flavoplaca.marina.2_tyr1816
umbilicaria.crustulosa.2_tyr1223	umbilicaria.crustulosa.2_tyr1223	umbilicaria.hispanica.1_tyr1614
lecanora.strobilina.1_tyr1096	umbilicaria.crustulosa.2_tyr1223	umbilicaria.hispanica.1_tyr1614
stereocaulon.dactylophyllum.1_tyr2574	umbilicaria.crustulosa.2_tyr1223	umbilicaria.hispanica.1_tyr1614
umbilicaria.crustulosa.1_tyr2611	umbilicaria.crustulosa.2_tyr1223	umbilicaria.hispanica.1_tyr1614
umbilicaria.crustulosa.2_tyr13	umbilicaria.crustulosa.2_tyr13	umbilicaria.crustulosa.2_tyr13
umbilicaria.crustulosa.2_tyr1336	umbilicaria.crustulosa.2_tyr1336	umbilicaria.crustulosa.2_tyr1336
umbilicaria.crustulosa.2_tyr1337	umbilicaria.crustulosa.2_tyr1337	umbilicaria.iberica.1_tyr3831
umbilicaria.crustulosa.2_tyr1381	umbilicaria.crustulosa.2_tyr1381	umbilicaria.crustulosa.2_tyr1381
umbilicaria.crustulosa.2_tyr1382	umbilicaria.crustulosa.2_tyr1382	porpidia.macrocarpa.1_tyr578
umbilicaria.crustulosa.2_tyr1383	umbilicaria.crustulosa.2_tyr1383	pleopsidium.flavum.1_tyr1541
umbilicaria.crustulosa.1_tyr449	umbilicaria.crustulosa.2_tyr1383	pleopsidium.flavum.1_tyr1541
umbilicaria.crustulosa.3_tyr2756	umbilicaria.crustulosa.2_tyr1383	pleopsidium.flavum.1_tyr1541
umbilicaria.crustulosa.2_tyr1384	umbilicaria.crustulosa.2_tyr1384	parmeliaceae.sp..16_tyr251
umbilicaria.crustulosa.2_tyr1385	umbilicaria.crustulosa.2_tyr1385	umbilicaria.iberica.2_tyr1863
umbilicaria.crustulosa.2_tyr1387	umbilicaria.crustulosa.2_tyr1387	umbilicaria.crustulosa.2_tyr1387
umbilicaria.crustulosa.2_tyr15	umbilicaria.crustulosa.2_tyr15	flavoplaca.marina.2_tyr1816
umbilicaria.crustulosa.2_tyr830	umbilicaria.crustulosa.2_tyr15	flavoplaca.marina.2_tyr1816
umbilicaria.crustulosa.2_tyr2369	umbilicaria.crustulosa.2_tyr15	flavoplaca.marina.2_tyr1816
umbilicaria.spodochroa.4_tyr2689	umbilicaria.crustulosa.2_tyr15	flavoplaca.marina.2_tyr1816
umbilicaria.crustulosa.2_tyr2366	umbilicaria.crustulosa.2_tyr2366	umbilicaria.crustulosa.2_tyr2366
umbilicaria.crustulosa.2_tyr2371	umbilicaria.crustulosa.2_tyr2371	usnea.hakonensis.1_tyr513
umbilicaria.crustulosa.2_tyr2373	umbilicaria.crustulosa.2_tyr2373	umbilicaria.grisea.2_tyr276
umbilicaria.crustulosa.2_tyr2752	umbilicaria.crustulosa.2_tyr2752	umbilicaria.crustulosa.2_tyr2752
umbilicaria.crustulosa.2_tyr2754	umbilicaria.crustulosa.2_tyr2754	umbilicaria.grisea.2_tyr276
umbilicaria.crustulosa.2_tyr632	umbilicaria.crustulosa.2_tyr632	umbilicaria.crustulosa.2_tyr632
umbilicaria.crustulosa.3_tyr1110	umbilicaria.crustulosa.3_tyr1110	umbilicaria.crustulosa.3_tyr1110
umbilicaria.crustulosa.3_tyr1334	umbilicaria.crustulosa.3_tyr1334	umbilicaria.grisea.2_tyr276
umbilicaria.crustulosa.3_tyr2056	umbilicaria.crustulosa.3_tyr2056	umbilicaria.crustulosa.3_tyr2056
umbilicaria.deusta.1_tyr129	umbilicaria.deusta.1_tyr129	alectoria.sarmentosa.4_tyr2248
umbilicaria.deusta.3_tyr134	umbilicaria.deusta.1_tyr129	alectoria.sarmentosa.4_tyr2248
umbilicaria.deusta.2_tyr2074	umbilicaria.deusta.1_tyr129	alectoria.sarmentosa.4_tyr2248
umbilicaria.deusta.1_tyr133	umbilicaria.deusta.1_tyr133	lecanorales.sp..5_tyr406
umbilicaria.deusta.3_tyr138	umbilicaria.deusta.1_tyr133	lecanorales.sp..5_tyr406
umbilicaria.deusta.2_tyr2078	umbilicaria.deusta.1_tyr133	lecanorales.sp..5_tyr406
umbilicaria.deusta.1_tyr311	umbilicaria.deusta.1_tyr311	umbilicaria.iberica.2_tyr1863
umbilicaria.deusta.2_tyr1092	umbilicaria.deusta.1_tyr311	umbilicaria.iberica.2_tyr1863
umbilicaria.deusta.4_tyr1342	umbilicaria.deusta.1_tyr311	umbilicaria.iberica.2_tyr1863
umbilicaria.deusta.3_tyr2068	umbilicaria.deusta.1_tyr311	umbilicaria.iberica.2_tyr1863
umbilicaria.deusta.1_tyr3545	umbilicaria.deusta.1_tyr3545	alectoria.sarmentosa.4_tyr2248
umbilicaria.deusta.2_tyr3548	umbilicaria.deusta.1_tyr3545	alectoria.sarmentosa.4_tyr2248
umbilicaria.deusta.3_tyr4087	umbilicaria.deusta.1_tyr3545	alectoria.sarmentosa.4_tyr2248
umbilicaria.deusta.1_tyr455	umbilicaria.deusta.1_tyr455	umbilicaria.deusta.1_tyr455
umbilicaria.deusta.2_tyr1592	umbilicaria.deusta.1_tyr455	umbilicaria.deusta.1_tyr455
umbilicaria.deusta.3_tyr1593	umbilicaria.deusta.1_tyr455	umbilicaria.deusta.1_tyr455
umbilicaria.deusta.1_tyr2735	umbilicaria.deusta.1_tyr455	umbilicaria.deusta.1_tyr455
umbilicaria.deusta.2_tyr2374	umbilicaria.deusta.2_tyr2374	umbilicaria.grisea.2_tyr276
umbilicaria.deusta.1_tyr347	umbilicaria.deusta.2_tyr2374	umbilicaria.grisea.2_tyr276
umbilicaria.deusta.2_tyr3550	umbilicaria.deusta.2_tyr3550	umbilicaria.grisea.2_tyr276
umbilicaria.deusta.2_tyr63	umbilicaria.deusta.2_tyr63	lecanorales.sp..5_tyr406
umbilicaria.crustulosa.2_tyr14	umbilicaria.deusta.2_tyr63	lecanorales.sp..5_tyr406
umbilicaria.crustulosa.1_tyr451	umbilicaria.deusta.2_tyr63	lecanorales.sp..5_tyr406
umbilicaria.polyphylla.3_tyr509	umbilicaria.deusta.2_tyr63	lecanorales.sp..5_tyr406
umbilicaria.iberica.3_tyr1100	umbilicaria.deusta.2_tyr63	lecanorales.sp..5_tyr406
umbilicaria.subpolyphylla.1_tyr1239	umbilicaria.deusta.2_tyr63	lecanorales.sp..5_tyr406
umbilicaria.spodochroa.2_tyr1540	umbilicaria.deusta.2_tyr63	lecanorales.sp..5_tyr406
umbilicaria.crustulosa.2_tyr2753	umbilicaria.deusta.2_tyr63	lecanorales.sp..5_tyr406
umbilicaria.iberica.2_tyr2886	umbilicaria.deusta.2_tyr63	lecanorales.sp..5_tyr406
umbilicaria.deusta.1_tyr3061	umbilicaria.deusta.2_tyr63	lecanorales.sp..5_tyr406
umbilicaria.deusta.3_tyr3703	umbilicaria.deusta.2_tyr63	lecanorales.sp..5_tyr406
umbilicaria.deusta.2_tyr762	umbilicaria.deusta.2_tyr762	umbilicaria.deusta.2_tyr762
umbilicaria.deusta.4_tyr2079	umbilicaria.deusta.2_tyr762	umbilicaria.deusta.2_tyr762
umbilicaria.deusta.1_tyr2120	umbilicaria.deusta.2_tyr762	umbilicaria.deusta.2_tyr762
umbilicaria.deusta.3_tyr2759	umbilicaria.deusta.2_tyr762	umbilicaria.deusta.2_tyr762
umbilicaria.deusta.2_tyr764	umbilicaria.deusta.2_tyr764	lasallia.pustulata.1_tyr527
umbilicaria.deusta.4_tyr2080	umbilicaria.deusta.2_tyr764	lasallia.pustulata.1_tyr527
umbilicaria.deusta.1_tyr2121	umbilicaria.deusta.2_tyr764	lasallia.pustulata.1_tyr527
umbilicaria.deusta.3_tyr2760	umbilicaria.deusta.2_tyr764	lasallia.pustulata.1_tyr527
umbilicaria.deusta.3_tyr4089	umbilicaria.deusta.3_tyr4089	umbilicaria.grisea.2_tyr276
umbilicaria.deusta.1_tyr3547	umbilicaria.deusta.3_tyr4089	umbilicaria.grisea.2_tyr276
umbilicaria.deusta.4_tyr2123	umbilicaria.deusta.4_tyr2123	umbilicaria.deusta.4_tyr2123
umbilicaria.deusta.4_tyr2873	umbilicaria.deusta.4_tyr2873	umbilicaria.grisea.2_tyr276
umbilicaria.deusta.4_tyr3554	umbilicaria.deusta.4_tyr3554	umbilicaria.deusta.4_tyr3554
umbilicaria.freyi.1_tyr3377	umbilicaria.freyi.1_tyr3377	umbilicaria.grisea.2_tyr276
umbilicaria.freyi.3_tyr337	umbilicaria.freyi.1_tyr3377	umbilicaria.grisea.2_tyr276
umbilicaria.freyi.1_tyr3723	umbilicaria.freyi.1_tyr3723	umbilicaria.freyi.1_tyr3723
umbilicaria.freyi.2_tyr4106	umbilicaria.freyi.2_tyr4106	umbilicaria.spodochroa.4_tyr3266
umbilicaria.freyi.2_tyr2199	umbilicaria.freyi.2_tyr4106	umbilicaria.spodochroa.4_tyr3266
umbilicaria.freyi.3_tyr2928	umbilicaria.freyi.3_tyr2928	lecanorales.sp..2_tyr2300
umbilicaria.freyi.1_tyr1079	umbilicaria.freyi.3_tyr2928	lecanorales.sp..2_tyr2300
umbilicaria.freyi.3_tyr2930	umbilicaria.freyi.3_tyr2930	umbilicaria.freyi.3_tyr2930
umbilicaria.freyi.1_tyr1081	umbilicaria.freyi.3_tyr2930	umbilicaria.freyi.3_tyr2930
umbilicaria.freyi.3_tyr3881	umbilicaria.freyi.3_tyr3881	usnea.hakonensis.1_tyr513
umbilicaria.freyi.1_tyr2107	umbilicaria.freyi.3_tyr3881	usnea.hakonensis.1_tyr513
umbilicaria.freyi.3_tyr456	umbilicaria.freyi.3_tyr456	umbilicaria.freyi.3_tyr456
umbilicaria.freyi.1_tyr983	umbilicaria.freyi.3_tyr456	umbilicaria.freyi.3_tyr456
umbilicaria.freyi.2_tyr2505	umbilicaria.freyi.3_tyr456	umbilicaria.freyi.3_tyr456
umbilicaria.grisea.1_tyr2933	umbilicaria.grisea.1_tyr2933	umbilicaria.grisea.2_tyr276
umbilicaria.grisea.3_tyr1254	umbilicaria.grisea.1_tyr2933	umbilicaria.grisea.2_tyr276
umbilicaria.grisea.1_tyr3322	umbilicaria.grisea.1_tyr3322	endocarpon.pusillum.2_tyr1873
umbilicaria.spodochroa.1_tyr1537	umbilicaria.grisea.1_tyr3322	endocarpon.pusillum.2_tyr1873
umbilicaria.grisea.2_tyr2583	umbilicaria.grisea.1_tyr3322	endocarpon.pusillum.2_tyr1873
umbilicaria.grisea.3_tyr2972	umbilicaria.grisea.1_tyr3322	endocarpon.pusillum.2_tyr1873
umbilicaria.spodochroa.3_tyr3906	umbilicaria.grisea.1_tyr3322	endocarpon.pusillum.2_tyr1873
umbilicaria.grisea.2_tyr2586	umbilicaria.grisea.2_tyr2586	umbilicaria.grisea.2_tyr276
umbilicaria.grisea.2_tyr276	umbilicaria.grisea.2_tyr276	umbilicaria.grisea.2_tyr276
umbilicaria.grisea.2_tyr3937	umbilicaria.grisea.2_tyr3937	umbilicaria.crustulosa.1_tyr2456
umbilicaria.grisea.2_tyr666	umbilicaria.grisea.2_tyr666	umbilicaria.grisea.2_tyr276
umbilicaria.hispanica.1_tyr1613	umbilicaria.hispanica.1_tyr1613	umbilicaria.crustulosa.1_tyr2456
umbilicaria.hispanica.2_tyr2277	umbilicaria.hispanica.1_tyr1613	umbilicaria.crustulosa.1_tyr2456
umbilicaria.hispanica.3_tyr2279	umbilicaria.hispanica.1_tyr1613	umbilicaria.crustulosa.1_tyr2456
umbilicaria.hispanica.1_tyr1614	umbilicaria.hispanica.1_tyr1614	umbilicaria.hispanica.1_tyr1614
umbilicaria.hispanica.2_tyr2278	umbilicaria.hispanica.1_tyr1614	umbilicaria.hispanica.1_tyr1614
umbilicaria.hispanica.3_tyr2280	umbilicaria.hispanica.1_tyr1614	umbilicaria.hispanica.1_tyr1614
umbilicaria.hispanica.2_tyr3324	umbilicaria.hispanica.2_tyr3324	gyalolechia.gomerana.1_tyr3154
umbilicaria.hispanica.3_tyr420	umbilicaria.hispanica.2_tyr3324	gyalolechia.gomerana.1_tyr3154
umbilicaria.hispanica.1_tyr3308	umbilicaria.hispanica.2_tyr3324	gyalolechia.gomerana.1_tyr3154
umbilicaria.hispanica.2_tyr339	umbilicaria.hispanica.2_tyr339	lasallia.pustulata.1_tyr527
lasallia.pustulata.7_tyr1832	umbilicaria.hispanica.2_tyr339	lasallia.pustulata.1_tyr527
lasallia.pustulata.4_tyr1889	umbilicaria.hispanica.2_tyr339	lasallia.pustulata.1_tyr527
umbilicaria.hispanica.1_tyr2935	umbilicaria.hispanica.2_tyr339	lasallia.pustulata.1_tyr527
umbilicaria.hispanica.3_tyr2974	umbilicaria.hispanica.2_tyr339	lasallia.pustulata.1_tyr527
lasallia.pustulata.6_tyr3012	umbilicaria.hispanica.2_tyr339	lasallia.pustulata.1_tyr527
lasallia.pustulata.5_tyr3938	umbilicaria.hispanica.2_tyr339	lasallia.pustulata.1_tyr527
umbilicaria.hispanica.4_tyr2335	umbilicaria.hispanica.4_tyr2335	gyalolechia.ehrenbergii.1_tyr2514
umbilicaria.hispanica.4_tyr3617	umbilicaria.hispanica.4_tyr3617	alectoria.sarmentosa.4_tyr2248
umbilicaria.hispanica.4_tyr3652	umbilicaria.hispanica.4_tyr3652	umbilicaria.crustulosa.2_tyr1387
umbilicaria.hispanica.4_tyr3745	umbilicaria.hispanica.4_tyr3745	lasallia.pustulata.1_tyr527
umbilicaria.iberica.1_tyr1168	umbilicaria.iberica.1_tyr1168	umbilicaria.iberica.1_tyr1168
umbilicaria.iberica.1_tyr2631	umbilicaria.iberica.1_tyr2631	umbilicaria.iberica.1_tyr2631
umbilicaria.iberica.1_tyr3829	umbilicaria.iberica.1_tyr3829	umbilicaria.crustulosa.2_tyr1381
umbilicaria.polyphylla.2_tyr4153	umbilicaria.iberica.1_tyr3829	umbilicaria.crustulosa.2_tyr1381
umbilicaria.iberica.1_tyr3831	umbilicaria.iberica.1_tyr3831	umbilicaria.iberica.1_tyr3831
umbilicaria.iberica.1_tyr463	umbilicaria.iberica.1_tyr463	lecanora.subimmergens.1_tyr2007
umbilicaria.iberica.1_tyr757	umbilicaria.iberica.1_tyr757	umbilicaria.iberica.1_tyr757
umbilicaria.iberica.2_tyr1863	umbilicaria.iberica.2_tyr1863	umbilicaria.iberica.2_tyr1863
umbilicaria.subpolyphylla.1_tyr946	umbilicaria.iberica.2_tyr1863	umbilicaria.iberica.2_tyr1863
umbilicaria.iberica.2_tyr1990	umbilicaria.iberica.2_tyr1990	umbilicaria.iberica.1_tyr2631
umbilicaria.subpolyphylla.1_tyr885	umbilicaria.iberica.2_tyr1990	umbilicaria.iberica.1_tyr2631
umbilicaria.iberica.2_tyr1992	umbilicaria.iberica.2_tyr1992	umbilicaria.grisea.2_tyr276
umbilicaria.subpolyphylla.1_tyr887	umbilicaria.iberica.2_tyr1992	umbilicaria.grisea.2_tyr276
umbilicaria.iberica.2_tyr2670	umbilicaria.iberica.2_tyr2670	umbilicaria.crustulosa.2_tyr1381
umbilicaria.subpolyphylla.1_tyr996	umbilicaria.iberica.2_tyr2670	umbilicaria.crustulosa.2_tyr1381
umbilicaria.iberica.2_tyr2672	umbilicaria.iberica.2_tyr2672	umbilicaria.grisea.2_tyr276
umbilicaria.subpolyphylla.1_tyr998	umbilicaria.iberica.2_tyr2672	umbilicaria.grisea.2_tyr276
umbilicaria.iberica.3_tyr1102	umbilicaria.iberica.3_tyr1102	umbilicaria.grisea.2_tyr276
umbilicaria.iberica.3_tyr1737	umbilicaria.iberica.3_tyr1737	umbilicaria.iberica.1_tyr3831
umbilicaria.iberica.3_tyr2633	umbilicaria.iberica.3_tyr2633	umbilicaria.grisea.2_tyr276
umbilicaria.iberica.3_tyr466	umbilicaria.iberica.3_tyr466	umbilicaria.spodochroa.1_tyr827
umbilicaria.mammulata.1_tyr2778	umbilicaria.mammulata.1_tyr2778	endocarpon.pusillum.2_tyr350
umbilicaria.mammulata.1_tyr3067	umbilicaria.mammulata.1_tyr3067	trapelia.coarctata.2_tyr1443
umbilicaria.mammulata.1_tyr360	umbilicaria.mammulata.1_tyr360	lecanoromycetes.sp..3_tyr106
umbilicaria.mammulata.1_tyr3706	umbilicaria.mammulata.1_tyr3706	lecanorales.sp..2_tyr2300
umbilicaria.mammulata.1_tyr624	umbilicaria.mammulata.1_tyr624	umbilicaria.mammulata.1_tyr624
umbilicaria.muhlenbergii.1_tyr2675	umbilicaria.muhlenbergii.1_tyr2675	umbilicaria.muhlenbergii.1_tyr2675
umbilicaria.muhlenbergii.1_tyr2677	umbilicaria.muhlenbergii.1_tyr2677	umbilicaria.iberica.1_tyr3831
umbilicaria.muhlenbergii.1_tyr3052	umbilicaria.muhlenbergii.1_tyr3052	umbilicaria.muhlenbergii.1_tyr3052
umbilicaria.muhlenbergii.1_tyr4002	umbilicaria.muhlenbergii.1_tyr4002	umbilicaria.muhlenbergii.1_tyr4002
umbilicaria.nylanderiana.1_tyr1511	umbilicaria.nylanderiana.1_tyr1511	umbilicaria.grisea.2_tyr276
umbilicaria.nylanderiana.1_tyr505	umbilicaria.nylanderiana.1_tyr505	rusavskia.elegans.1_tyr3814
umbilicaria.iberica.1_tyr754	umbilicaria.nylanderiana.1_tyr505	rusavskia.elegans.1_tyr3814
umbilicaria.nylanderiana.2_tyr3495	umbilicaria.nylanderiana.1_tyr505	rusavskia.elegans.1_tyr3814
umbilicaria.nylanderiana.1_tyr722	umbilicaria.nylanderiana.1_tyr722	umbilicaria.iberica.1_tyr2631
umbilicaria.nylanderiana.2_tyr1507	umbilicaria.nylanderiana.2_tyr1507	umbilicaria.grisea.2_tyr276
umbilicaria.nylanderiana.2_tyr1508	umbilicaria.nylanderiana.2_tyr1508	umbilicaria.grisea.2_tyr276
umbilicaria.nylanderiana.2_tyr2047	umbilicaria.nylanderiana.2_tyr2047	umbilicaria.grisea.2_tyr276
umbilicaria.nylanderiana.2_tyr3926	umbilicaria.nylanderiana.2_tyr3926	umbilicaria.nylanderiana.2_tyr3926
umbilicaria.nylanderiana.1_tyr3838	umbilicaria.nylanderiana.2_tyr3926	umbilicaria.nylanderiana.2_tyr3926
umbilicaria.phaea.1_tyr3806	umbilicaria.phaea.1_tyr3806	umbilicaria.phaea.1_tyr3806
umbilicaria.phaea.3_tyr3731	umbilicaria.phaea.1_tyr3806	umbilicaria.phaea.1_tyr3806
umbilicaria.phaea.2_tyr434	umbilicaria.phaea.2_tyr434	umbilicaria.phaea.2_tyr434
umbilicaria.phaea.3_tyr2049	umbilicaria.phaea.3_tyr2049	umbilicaria.phaea.3_tyr2049
umbilicaria.phaea.1_tyr1193	umbilicaria.phaea.3_tyr2049	umbilicaria.phaea.3_tyr2049
umbilicaria.polyphylla.1_tyr2011	umbilicaria.polyphylla.1_tyr2011	umbilicaria.polyphylla.1_tyr2011
umbilicaria.polyphylla.1_tyr2013	umbilicaria.polyphylla.1_tyr2013	umbilicaria.iberica.1_tyr2631
umbilicaria.polyphylla.1_tyr2679	umbilicaria.polyphylla.1_tyr2679	umbilicaria.spodochroa.1_tyr827
umbilicaria.polyphylla.1_tyr3045	umbilicaria.polyphylla.1_tyr3045	umbilicaria.iberica.1_tyr3831
umbilicaria.polyphylla.1_tyr3306	umbilicaria.polyphylla.1_tyr3306	umbilicaria.grisea.2_tyr276
umbilicaria.polyphylla.2_tyr2880	umbilicaria.polyphylla.2_tyr2880	umbilicaria.polyphylla.2_tyr2880
umbilicaria.polyphylla.3_tyr3734	umbilicaria.polyphylla.3_tyr3734	umbilicaria.grisea.2_tyr276
umbilicaria.polyphylla.3_tyr3786	umbilicaria.polyphylla.3_tyr3786	umbilicaria.polyphylla.3_tyr3786
umbilicaria.polyphylla.3_tyr3787	umbilicaria.polyphylla.3_tyr3787	umbilicaria.iberica.1_tyr2631
umbilicaria.polyphylla.3_tyr779	umbilicaria.polyphylla.3_tyr779	solorina.crocea.1_tyr3472
umbilicaria.polyphylla.3_tyr780	umbilicaria.polyphylla.3_tyr780	umbilicaria.polyphylla.3_tyr780
umbilicaria.polyphylla.3_tyr825	umbilicaria.polyphylla.3_tyr825	umbilicaria.grisea.2_tyr276
umbilicaria.polyphylla.4_tyr1695	umbilicaria.polyphylla.4_tyr1695	umbilicaria.crustulosa.2_tyr1381
umbilicaria.polyphylla.4_tyr1696	umbilicaria.polyphylla.4_tyr1696	umbilicaria.grisea.2_tyr276
